codigo,SkuEcommerce,CodigoProducto,CodigoBarras,NombreProducto,CodigoIva,Fabricante,PrincipioActivo,Marca,Departamento,Categoría,Subcategoría,PROVEEDOR,ESTADO
200041227,103227.0,200041227.0,7509552842319,AGUA MICELAR GARNIER ACLARADO FRASCO X 400 ML,19.0,LOREAL COLOMBIA S.A.S,AGUA MICELAR,GARNIER,BELLEZA,CUIDADO FACIAL,LIMPIEZA Y TOALLAS DESMAQUILLADORAS,COOPIDROGAS,ACTIVO
200041224,103228.0,200041224.0,7509552842302,GEL GARNIER LIMPIADOR ACLARANTE VITAMINA C POTE X 150 ML,19.0,LOREAL COLOMBIA S.A.S,GELES,GARNIER,BELLEZA,CUIDADO FACIAL,LIMPIEZA Y TOALLAS DESMAQUILLADORAS,COOPIDROGAS,ACTIVO
200041225,103229.0,200041225.0,6923700936766,MASCARILLA GARNIER EN TELA EXPRESS ACLARA VITAMINA C SOBRE X 28 GRS,19.0,LOREAL COLOMBIA S.A.S,MASCARILLAS,GARNIER,BELLEZA,CUIDADO FACIAL,DESPIGMENTANTE,COOPIDROGAS,ACTIVO
200016152,103230.0,200016152.0,7707228361533,GASA ASEPTICA ALFASAFE 1/2 X 1 YD,0.0,ALFA TRADING S A S,GASAS,ALFASAFE,DROGUERIA,CUIDADO DE LA HERIDA,CUBRIMIENTO,COOPIDROGAS,ACTIVO
200016154,103231.0,200016154.0,7707228361557,GASA ASEPTICA ALFASAFE 1/2 X 5 YD,0.0,ALFA TRADING S A S,GASAS,ALFASAFE,DROGUERIA,CUIDADO DE LA HERIDA,CUBRIMIENTO,COOPIDROGAS,ACTIVO
200016153,103232.0,200016153.0,7707228361540,GASA ASEPTICA ALFASAFE 1 X 1 YD,0.0,ALFA TRADING S A S,GASAS,ALFASAFE,DROGUERIA,CUIDADO DE LA HERIDA,CUBRIMIENTO,COOPIDROGAS,ACTIVO
200016155,103233.0,200016155.0,7707228361564,GASA ASEPTICA ALFASAFE 1 X 5 YD,0.0,ALFA TRADING S A S,GASAS,ALFASAFE,DROGUERIA,CUIDADO DE LA HERIDA,CUBRIMIENTO,COOPIDROGAS,ACTIVO
200026039,103234.0,200026039.0,7707228361502,GASA ALFA EST.NO TEJ.3X3 50 SBS X 6 UND,0.0,ALTADIS FARMACEUTICA SAS,GASAS,ALTADIS FARMACEUTICA SAS,FORMULADO,FORMULADO,FORMULADO,COOPIDROGAS,ACTIVO
200036136,103235.0,200036136.0,7707228366538,GASA ALFA EST.NO TEJIDA 3X3 7.5 CM 50UND,0.0,ALTADIS FARMACEUTICA SAS,GASAS,ALTADIS FARMACEUTICA SAS,FORMULADO,FORMULADO,FORMULADO,COOPIDROGAS,ACTIVO
200012132,103236.0,200012132.0,7707228360475,GASA ALFA SAFE ESTERIL 3X3X2 YD 24 UND,0.0,ALTADIS FARMACEUTICA SAS,GASAS,ALTADIS FARMACEUTICA SAS,FORMULADO,FORMULADO,FORMULADO,COOPIDROGAS,ACTIVO
200012133,103237.0,200012133.0,7707228360482,GASA ESTERIL 4X4PULG.CAJAX24UND.ALFASAFE UND,0.0,SALUD MARKET S.A.S.,GASAS,SALUD MARKET,FORMULADO,FORMULADO,FORMULADO,COOPIDROGAS,ACTIVO
200017698,103238.0,200017698.0,7702098009165,GASA ESTERIL NEXCARE CAJA X 12 SOB,0.0,3M COLOMBIA S A,GASAS,NEXCARE,DROGUERIA,CUIDADO DE LA HERIDA,CUBRIMIENTO,COOPIDROGAS,ACTIVO
200034712,103239.0,200034712.0,7702098038059,GASA ESTERIL (12X2) 24 UND PAG 3 LLEVE 4,0.0,ALTADIS FARMACEUTICA SAS,GASAS,ALTADIS FARMACEUTICA SAS,FORMULADO,FORMULADO,FORMULADO,COOPIDROGAS,ACTIVO
200023844,103240.0,200023844.0,4042809224221,GASA ESTERIL CUTICELL 7.5X7.5 CM,0.0,DROGUERIA CUYABRA,GASAS,COPIFAM,FORMULADO,FORMULADO,FORMULADO,COOPIDROGAS,ACTIVO
200021936,103241.0,200021936.0,7704768002582,GASA FAST CARE 1/2 1 YD CAJA X 1 UND,0.0,DROGUERIA CUYABRA,GASAS,CUYABRA,FORMULADO,FORMULADO,FORMULADO,COOPIDROGAS,ACTIVO
200021937,103242.0,200021937.0,7704768002599,GASA FAST CARE 1/2 5 YD CAJA X 1 UND,0.0,DROGUERIA CUYABRA,GASAS,CUYABRA,FORMULADO,FORMULADO,FORMULADO,COOPIDROGAS,ACTIVO
200021935,103243.0,200021935.0,7704768002605,GASA FAST CARE 1/1 YD CAJA X 1 UND,0.0,DROGUERIA CUYABRA,GASAS,CUYABRA,FORMULADO,FORMULADO,FORMULADO,COOPIDROGAS,ACTIVO
200021938,103244.0,200021938.0,7704768002612,GASA FAST CARE 5 YD CAJA X 1 UND,0.0,DROGUERIA CUYABRA,GASAS,CUYABRA,FORMULADO,FORMULADO,FORMULADO,COOPIDROGAS,ACTIVO
200027984,103245.0,200027984.0,7704768002575,GASA ESTERIL 7.5 X 7.5 NO TEJIDA CAJA X 24 UND,0.0,DROGUERIA CUYABRA,GASAS,CUYABRA,FORMULADO,FORMULADO,FORMULADO,COOPIDROGAS,ACTIVO
200039288,103246.0,200039288.0,7704768002971,GASA FAST CARE EST.NOTEJ. 3X3 50SBS ICOM,0.0,ALTADIS FARMACEUTICA SAS,GASAS,ALTADIS FARMACEUTICA SAS,FORMULADO,FORMULADO,FORMULADO,COOPIDROGAS,ACTIVO
200021940,103247.0,200021940.0,7704768002629,GASA ESTERIL 7.5 X 7.5 CAJA X 24 UND,0.0,DROGUERIA CUYABRA,GASAS,CUYABRA,FORMULADO,FORMULADO,FORMULADO,COOPIDROGAS,ACTIVO
200021939,103248.0,200021939.0,7704768002636,GASA FAST CARE ESTERIL 4X4 YD 12SBS ICOM,0.0,ALTADIS FARMACEUTICA SAS,,ALTADIS FARMACEUTICA SAS,FORMULADO,FORMULADO,FORMULADO,COOPIDROGAS,ACTIVO
200025290,103249.0,200025290.0,7702098025622,GASA NEXCARE 100 SBS 200 UNIDADES 3M,0.0,ALTADIS FARMACEUTICA SAS,GASAS,ALTADIS FARMACEUTICA SAS,FORMULADO,FORMULADO,FORMULADO,COOPIDROGAS,ACTIVO
7702090032017,103250.0,103250.0,7702090032017,GASEOSA COLOMBIANA BOTELLA X 400 ML,19.0,POSTOBON S.A,-,COLOMBIANA,ALIMENTOS Y BEBIDAS,BEBIDAS,GASEOSAS Y MALTAS,OTROS PROVEEDORES,ACTIVO
7702090029505,103252.0,103252.0,7702090029505,GASEOSA COLOMBIANA BOTELLA X 1.5 LTS,19.0,POSTOBON S.A,-,COLOMBIANA,ALIMENTOS Y BEBIDAS,BEBIDAS,GASEOSAS Y MALTAS,OTROS PROVEEDORES,ACTIVO
7702090031928,103253.0,103253.0,7702090031928,GASEOSA MANZANA POSTOBON BOTELLA X 400 ML,19.0,POSTOBON S.A,-,POSTOBON,ALIMENTOS Y BEBIDAS,BEBIDAS,GASEOSAS Y MALTAS,OTROS PROVEEDORES,ACTIVO
7702535011768,103254.0,103254.0,7702535011768,GASEOSA PREMIO ROJO BOTELLA X 1.5 LTS,19.0,INDUSTRIA NACIONAL DE GASEOSAS S A,-,PREMIO,ALIMENTOS Y BEBIDAS,BEBIDAS,GASEOSAS Y MALTAS,OTROS PROVEEDORES,ACTIVO
7702090031942,103255.0,103255.0,7702090031942,GASEOSA UVA POSTOBON BOTELLA X 400 ML,19.0,POSTOBON S.A,-,POSTOBON,ALIMENTOS Y BEBIDAS,BEBIDAS,GASEOSAS Y MALTAS,OTROS PROVEEDORES,ACTIVO
100026139,103256.0,100026139.0,7704768000670,GASLID CALENDULA SUSP.ORAL 360 ML ICOM,0.0,ALTADIS FARMACEUTICA SAS,CALENDULA,ALTADIS FARMACEUTICA SAS,FORMULADO,FORMULADO,FORMULADO,COOPIDROGAS,ACTIVO
100026511,103257.0,100026511.0,7704768003169,GASLID PLUS CAJA X 12 UND,0.0,DROGUERIA CUYABRA,ALGINATO-BICARBONATO DE SODIO+ CALCIO,CUYABRA,FORMULADO,FORMULADO,FORMULADO,COOPIDROGAS,ACTIVO
100026512,103258.0,100026512.0,7704768003176,GASLID PLUS SUSPENSION FCO 360 ML ICOM,0.0,ALTADIS FARMACEUTICA SAS,,ALTADIS FARMACEUTICA SAS,FORMULADO,FORMULADO,FORMULADO,COOPIDROGAS,ACTIVO
100024771,103259.0,100024771.0,7707182840716,GASPRID M 5 MG 30 TABLETAS (PAE),0.0,ALTADIS FARMACEUTICA SAS,MOSAPRIDA,ALTADIS FARMACEUTICA SAS,FORMULADO,FORMULADO,FORMULADO,COOPIDROGAS,ACTIVO
100024134,103260.0,100024134.0,7707336720680,GASTRICUMEEL FRASCO X 50 TAB,0.0,HEEL COLOMBIA LTDA,PRODUCTO NATURAL,GASTRICUMEEL,MEDICAMENTOS NATURALES,HOMEOPATICOS,GASTRITIS,COOPIDROGAS,ACTIVO
100019993,103261.0,100019993.0,7702207141830,GASTROCYNESINE CAJA X 60 TAB,0.0,BOIRON S.A.S,VITAMINAS,GASTROCYNESINE,FORMULADO,FORMULADO,FORMULADO,COOPIDROGAS,ACTIVO
100026554,103262.0,100026554.0,7702057804503,GASTROFAST ADVANCE FRASCO X 240 ML,0.0,TECNOQUIMICAS S.A.,ALGINATO DE SODIO,GASTROFAST,DROGUERIA,ESTOMAGO,ANTIACIDOS Y ANTIULCEROSOS,COOPIDROGAS,ACTIVO
7703712014541,103263.0,103263.0,7703712014541,GASTRO FULL DOBLE ACCION CAJA X 24 SACHET,0.0,COASPHARMA SAS,ALGINATO DE SODIO,GASTRO FULL,DROGUERIA,ESTOMAGO,ANTIACIDOS Y ANTIULCEROSOS,OTROS PROVEEDORES,ACTIVO
100024390,103264.0,100024390.0,7702870002964,GASTRUM 10 MG 12 TABLETAS,0.0,ALTADIS FARMACEUTICA SAS,FAMOTIDINA,ALTADIS FARMACEUTICA SAS,FORMULADO,FORMULADO,FORMULADO,COOPIDROGAS,ACTIVO
100012206,103265.0,100012206.0,7702870003190,GASTRUM 10 MG CAJA X 48 TAB,0.0,LAFRANCOL SAS,FAMOTIDINA,GASTRUM,DROGUERIA,ESTOMAGO,ANTIACIDOS Y ANTIULCEROSOS,COOPIDROGAS,ACTIVO
100022640,103266.0,100022640.0,7702870071854,GASTRUM PLUX SACHET SOBRE X 10 SOB,0.0,LAFRANCOL SAS,HIDROTALCITA,GASTRUM,DROGUERIA,ESTOMAGO,ANTIACIDOS Y ANTIULCEROSOS,COOPIDROGAS,ACTIVO
7702192736455,103267.0,103267.0,7702192736455,HIDRATANTE GATORADE BLUE ICE PET BOTELLA X 500 ML,19.0,POSTOBON S.A,-,GATORADE,ALIMENTOS Y BEBIDAS,BEBIDAS,HIDRATANTES,OTROS PROVEEDORES,ACTIVO
7702192422051,103268.0,103268.0,7702192422051,HIDRATANTE GATORADE FRUTAS TROPICALES BOTELLA X 500 ML,19.0,POSTOBON S.A,-,GATORADE,ALIMENTOS Y BEBIDAS,BEBIDAS,HIDRATANTES,OTROS PROVEEDORES,ACTIVO
7702192218050,103269.0,103269.0,7702192218050,HIDRATANTE GATORADE MANDARINA BOTELLA X 500 ML,19.0,POSTOBON S.A,-,GATORADE,ALIMENTOS Y BEBIDAS,BEBIDAS,HIDRATANTES,OTROS PROVEEDORES,ACTIVO
7702192224051,103270.0,103270.0,7702192224051,GATORADE MARACUYA BOTELLA X 500 ML,19.0,POSTOBON S.A,-,GATORADE,ALIMENTOS Y BEBIDAS,BEBIDAS,HIDRATANTES,OTROS PROVEEDORES,ACTIVO
100020742,103271.0,100020742.0,7702626211770,GAVISCON DOBLE ACCION CAJA X 12 UND,0.0,RB HEALTH COLOMBIA SAS,ALUMINIO,GAVISCON,DROGUERIA,ESTOMAGO,ANTIACIDOS Y ANTIULCEROSOS,COOPIDROGAS,ACTIVO
100020743,103272.0,100020743.0,7702626211794,GAVISCON DOBLE ACCION FRASCO X 300 ML,0.0,RB HEALTH COLOMBIA SAS,ALUMINIO,GAVISCON,DROGUERIA,ESTOMAGO,ANTIACIDOS Y ANTIULCEROSOS,COOPIDROGAS,ACTIVO
100017648,103273.0,100017648.0,7702626205847,GAVISCON SACHET CAJA X 12 UND,0.0,RB HEALTH COLOMBIA SAS,ALUMINIO,GAVISCON,DROGUERIA,ESTOMAGO,ANTIACIDOS Y ANTIULCEROSOS,COOPIDROGAS,ACTIVO
100017649,103274.0,100017649.0,7702626205830,GAVISCON ORIGINAL FRASCO X 300 ML,0.0,RB HEALTH COLOMBIA SAS,ALUMINIO,GAVISCON,DROGUERIA,ESTOMAGO,ANTIACIDOS Y ANTIULCEROSOS,COOPIDROGAS,DESCODIFICADO
7709740450337,103275.0,103275.0,7709740450337,GAZILEX 40MG X 30 CAP,0.0,COMIS-GCNG,-,COMIS-GCNG,FORMULADO,FORMULADO,FORMULADO,OTROS PROVEEDORES,ACTIVO
200044529,103276.0,200044529.0,7707249329116,LAMINA GEL ABDOMINAL L / XL K BLANCO CAJA X 4 UND,0.0,KAMEX INTERNATIONAL SAS,REDUCTOR CICATRICES,KAMEX,CUIDATE EN CASA,REHABILITACION Y TERAPIA,INSUMOS MEDICOS,COOPIDROGAS,ACTIVO
200034974,103277.0,200034974.0,7506339395518,GEL DE AFEITAR PARA BARBA GILLETTE MACH3 EXTRA COMFORT HIDRATA Y PROTEGE LA PIEL AL AFEITARTE AL RAS CON MAQUINA DE AFEITAR PARA HOMBRE FRASCO X 72 ML,19.0,PROCTER Y GAMBLE COLOMBIA LTDA.,-,GILLETTE,CUIDADO PERSONAL,ASEO PERSONAL,PREPARACION PARA LA AFEITADA,COOPIDROGAS,DESCODIFICADO
200024050,103278.0,200024050.0,4005808539864,GEL AFEITAR NIVEA MEN SILVER PROTECT FRASCO X 200.00 ML,19.0,B.D.F. DE COLOMBIA,GEL DE AFEITAR,NIVEA,FORMULADO,FORMULADO,FORMULADO,COOPIDROGAS,ACTIVO
200043914,103279.0,200043914.0,8410412024860,GEL BABARIA AFTER SHAVE FOR MEN FRASCO X 150 ML,19.0,BABARIA COLOMBIA SAS,GEL DE AFEITAR,BABARIA,FORMULADO,FORMULADO,FORMULADO,COOPIDROGAS,ACTIVO
7709311943442,103280.0,103280.0,7709311943442,GEL ANTBACTR.CARSON X 500 ML,0.0,ALTADIS FARMACEUTICA SAS,,ALTADIS FARMACEUTICA SAS,FORMULADO,FORMULADO,FORMULADO,OTROS PROVEEDORES,ACTIVO
200040697,103281.0,200040697.0,7704941360416,GEL ANTIBACTERIAL ASEPTIC 120 ML,19.0,LAB. ASEPTIC S.A.S,,LAB. ASEPTIC S.A.S,FORMULADO,FORMULADO,FORMULADO,COOPIDROGAS,ACTIVO
200040628,103282.0,200040628.0,7707302110248,GEL ANTIBACTERIAL MAWIE 30 ML.,19.0,SAMARA COSMETICS S.A.S,-,SAMARA COSMETICS S.A.S,FORMULADO,FORMULADO,FORMULADO,COOPIDROGAS,DESCODIFICADO
7703286206854,103283.0,103283.0,7703286206854,GEL AZUL X 30 GRS,19.0,LABORATORIOS MEDICK S.A.S,-,LABORATORIOS MEDICK S.A.S,FORMULADO,FORMULADO,FORMULADO,OTROS PROVEEDORES,ACTIVO
200038869,103284.0,200038869.0,8410412021494,GEL BABARIA BANO ACEITE ALMENDRA 600 ML,19.0,BABARIA COLOMBIA SAS,BANO LIQUIDO,BABARIA COLOMBIA SAS,FORMULADO,FORMULADO,FORMULADO,COOPIDROGAS,ACTIVO
200038868,103285.0,200038868.0,8410412021470,GEL DE BAÑO AVENA BABARIA FRASCO X 600 ML,19.0,BABARIA COLOMBIA SAS,BANO LIQUIDO,BABARIA,CUIDADO PERSONAL,ASEO PERSONAL,JABON LIQUIDO CORPORAL,COOPIDROGAS,DESCODIFICADO
200043725,103286.0,200043725.0,8410412027106,GEL PIERNAS CANSADAS ALOE BABARIA FRASCO X 150 ML,19.0,BABARIA COLOMBIA SAS,GELES,BABARIA,FORMULADO,FORMULADO,FORMULADO,COOPIDROGAS,ACTIVO
200037063,103287.0,200037063.0,7709880588419,GEL CALMANTE PILI HYDROGEL 250 ML,19.0,ALTADIS FARMACEUTICA SAS,,ALTADIS FARMACEUTICA SAS,FORMULADO,FORMULADO,FORMULADO,COOPIDROGAS,ACTIVO
7708854839557,103288.0,103288.0,7708854839557,GEL CON CBD CALENDULA Y ARNICA 350G,19.0,MEDIC ORGANICS,-,MEDIC ORGANICS,FORMULADO,FORMULADO,FORMULADO,OTROS PROVEEDORES,ACTIVO
200039802,103289.0,200039802.0,4005900495976,GEL DE AFEITAR NIVEA DEEP FORMEN FRASCO X 200 ML,19.0,B.D.F. DE COLOMBIA,GEL DE AFEITAR,NIVEA,CUIDADO PERSONAL,ASEO PERSONAL,PREPARACION PARA LA AFEITADA,COOPIDROGAS,ACTIVO
200038248,103290.0,200038248.0,8410412047364,GEL DE BANO BABARIA ACEITE OLIVA 600 ML,19.0,BABARIA COLOMBIA SAS,BANO LIQUIDO,BABARIA COLOMBIA SAS,FORMULADO,FORMULADO,FORMULADO,COOPIDROGAS,ACTIVO
200043912,103291.0,200043912.0,8410412160032,GEL DE BAÑO BABARIA LECHE DE COCO & VAINILLA FRASCO X 1000 ML,19.0,BABARIA COLOMBIA SAS,BANO LIQUIDO,BABARIA,CUIDADO PERSONAL,ASEO PERSONAL,JABON LIQUIDO CORPORAL,COOPIDROGAS,ACTIVO
200043065,103292.0,200043065.0,7509546660561,CREMA DENTAL COLGATE INFANTIL KIDS SMILES AGNES Y FLUFFY TUBO X 60 GR,19.0,COLGATE,CREMA DENTAL,COLGATE,CUIDADO PERSONAL,HIGIENE ORAL,INFANTIL,COOPIDROGAS,ACTIVO
200034913,103293.0,200034913.0,7709990613186,HAPPY DENT TUBO X 15 GRS,19.0,PF FARMACEUTICA SA,GEL DENTAL,HAPPY DENT,CUIDADO PERSONAL,HIGIENE ORAL,CREMAS DENTALES,COOPIDROGAS,ACTIVO
200033440,103294.0,200033440.0,7702006299923,GEL EGO EXTREME MAX POTE X 110 ML,19.0,UNILEVER ANDINA COLOMBIA LTDA,GEL PARA PEINAR,EGO,CUIDADO PERSONAL,CUIDADO CAPILAR,FIJACION,COOPIDROGAS,ACTIVO
200023241,103295.0,200023241.0,7702006300001,GEL EGO EXTREME MAX DISPLAY X 15 UND,19.0,UNILEVER ANDINA COLOMBIA LTDA,GEL PARA PEINAR,EGO,CUIDADO PERSONAL,CUIDADO CAPILAR,FIJACION,COOPIDROGAS,ACTIVO
200023242,103296.0,200023242.0,7702006299855,GEL EGO EXTREME MAX POTE X 240 ML,19.0,UNILEVER ANDINA COLOMBIA LTDA,GEL PARA PEINAR,EGO,CUIDADO PERSONAL,CUIDADO CAPILAR,FIJACION,COOPIDROGAS,ACTIVO
200023243,103297.0,200023243.0,7702006299930,GEL EGO EXTREME MAX POTE X 250 ML,19.0,UNILEVER ANDINA COLOMBIA LTDA,GEL PARA PEINAR,EGO,FORMULADO,FORMULADO,FORMULADO,COOPIDROGAS,ACTIVO
200023240,103298.0,200023240.0,7702006299848,GEL EGO EXTREME MAX POTE X 500 ML,19.0,UNILEVER ANDINA COLOMBIA LTDA,GEL PARA PEINAR,EGO,FORMULADO,FORMULADO,FORMULADO,COOPIDROGAS,ACTIVO
200038894,103299.0,200038894.0,7702006298971,GEL EGO FOR MEN ATTRACTION 10 ML 10 SBS,19.0,ALTADIS FARMACEUTICA SAS,GELES,ALTADIS FARMACEUTICA SAS,FORMULADO,FORMULADO,FORMULADO,COOPIDROGAS,ACTIVO
200038891,103300.0,200038891.0,7702006298926,GEL EGO FOR MEN ATTRACTION POTE X 240 ML,19.0,UNILEVER ANDINA COLOMBIA LTDA,-,EGO,CUIDADO PERSONAL,CUIDADO CAPILAR,FIJACION,COOPIDROGAS,DESCODIFICADO
200038893,103301.0,200038893.0,7702006298964,GEL EGO FOR MEN ATTRACTION 25 ML 15 SBS,19.0,ALTADIS FARMACEUTICA SAS,,ALTADIS FARMACEUTICA SAS,FORMULADO,FORMULADO,FORMULADO,COOPIDROGAS,ACTIVO
200038890,103302.0,200038890.0,7702006298919,GEL EGO FOR MEN ATTRACTION ESENCIAL TUBO X 250 ML,19.0,UNILEVER ANDINA COLOMBIA LTDA,GEL PARA PEINAR,EGO,FORMULADO,FORMULADO,FORMULADO,COOPIDROGAS,ACTIVO
200038889,103303.0,200038889.0,7702006298902,GEL EGO FOR MEN ATTRACTION POTE X 500 ML,19.0,UNILEVER ANDINA COLOMBIA LTDA,GEL PARA PEINAR,EGO,CUIDADO PERSONAL,CUIDADO CAPILAR,FIJACION,COOPIDROGAS,ACTIVO
200038892,103304.0,200038892.0,7702006298940,GEL EGO FOR MEN ATTRACTION POTE X 110 ML,19.0,UNILEVER ANDINA COLOMBIA LTDA,GEL PARA PEINAR,EGO,CUIDADO PERSONAL,CUIDADO CAPILAR,FIJACION,COOPIDROGAS,ACTIVO
200042966,103305.0,200042966.0,7702006207850,EGO GEL ULTRA INTENSE POTE X 110 ML,19.0,UNILEVER ANDINA COLOMBIA LTDA,GEL PARA PEINAR,EGO,CUIDADO PERSONAL,CUIDADO CAPILAR,FIJACION,COOPIDROGAS,ACTIVO
200033138,103306.0,200033138.0,7704768004371,ANTISEF GEL TUBO X 50 GRS,0.0,DROGUERIA CUYABRA,GELES,CUYABRA,FORMULADO,FORMULADO,FORMULADO,COOPIDROGAS,ACTIVO
7703286206809,103307.0,103307.0,7703286206809,"GEL FACIAL ACIDO HIALURONICO, COLAG",19.0,LABORATORIOS MEDICK S.A.S,-,LABORATORIOS MEDICK S.A.S,FORMULADO,FORMULADO,FORMULADO,OTROS PROVEEDORES,ACTIVO
200042638,103308.0,200042638.0,4005900436986,EUCERIN DERMOPURE GEL LIMPIADOR FRASCO X 200 ML,19.0,B.D.F. DE COLOMBIA,GELES,EUCERIN,DERMOCOSMETICA,ROSTRO,LIMPIEZA,COOPIDROGAS,ACTIVO
200021230,103309.0,200021230.0,7707188220581,GEL FIJADOR MARIA SALOME MOLDEADO FLEXIBLE TUBO X 250 ML,19.0,LABORATORIO MARIA SALOME S A S,GEL PARA PEINAR,MARIA SALOME,CUIDADO PERSONAL,CUIDADO CAPILAR,FIJACION,COOPIDROGAS,ACTIVO
200021234,103310.0,200021234.0,7707342220044,GEL FIJADOR ROLDA BLANCO 500 GR,19.0,ALTADIS FARMACEUTICA SAS,GELES,ALTADIS FARMACEUTICA SAS,FORMULADO,FORMULADO,FORMULADO,COOPIDROGAS,ACTIVO
200021239,103311.0,200021239.0,7707342220068,GEL FIJADOR ROLDA MORADO 250 GR,19.0,ALTADIS FARMACEUTICA SAS,GELES,ALTADIS FARMACEUTICA SAS,FORMULADO,FORMULADO,FORMULADO,COOPIDROGAS,ACTIVO
200042323,103312.0,200042323.0,42398011,NIVEA CUIDADO HYALURON GEL FRESH NIVEA CUIDADO HYALURON GEL FRESH POTE X 100 ML,19.0,B.D.F. DE COLOMBIA,GELES,NIVEA,BELLEZA,CUIDADO FACIAL,HUMECTACION,COOPIDROGAS,ACTIVO
200039624,103313.0,200039624.0,42231509,GEL LIMP.FACIAL NIVEA EFECTO MATE 150 ML,19.0,ALTADIS FARMACEUTICA SAS,GELES,ALTADIS FARMACEUTICA SAS,FORMULADO,FORMULADO,FORMULADO,COOPIDROGAS,ACTIVO
100024164,103314.0,100024164.0,4002033000077,GEL LIMPIEZA SEFDENT PROTESIS DENT.50,19.0,ALTADIS FARMACEUTICA SAS,GEL DENTAL,ALTADIS FARMACEUTICA SAS,FORMULADO,FORMULADO,FORMULADO,COOPIDROGAS,DESCODIFICADO
200043279,103315.0,200043279.0,4005800140402,GEL DUO LUBRICANTE PURE INTIMO X75MLT COJIN X 75 ML,19.0,B.D.F. DE COLOMBIA,LUBRICANTE INTIMO,DUO,DROGUERIA,SALUD SEXUAL,LUBRICANTES,COOPIDROGAS,ACTIVO
200044590,103316.0,200044590.0,7704768006245,GEL LUBRICANTE INTIMO DEXEX 15 GR ICOM,19.0,ICOM,LUBRICANTE INTIMO,ICOM,FORMULADO,FORMULADO,FORMULADO,COOPIDROGAS,ACTIVO
200024541,103317.0,200024541.0,7704768006290,GEL LUBRICANTE INTIMO DEXEX 50 GR ICOM,19.0,ALTADIS FARMACEUTICA SAS,,ALTADIS FARMACEUTICA SAS,FORMULADO,FORMULADO,FORMULADO,COOPIDROGAS,ACTIVO
200042386,103318.0,200042386.0,7702184620113,GEL LUBRICANTE LUDIKA TUBO X 50 GL,19.0,LABORATORIOS ECAR S A,LUBRICANTE INTIMO,LUDIKA,DROGUERIA,SALUD SEXUAL,LUBRICANTES,COOPIDROGAS,ACTIVO
200043813,103319.0,200043813.0,4005900942760,GEL NIVEA FACIAL HYALURON FRESH POTE X 200 ML,19.0,B.D.F. DE COLOMBIA,GELES,NIVEA,BELLEZA,CUIDADO FACIAL,HUMECTACION,COOPIDROGAS,ACTIVO
7708854839953,103320.0,103320.0,7708854839953,GEL REAFIRMANTE 400G,19.0,MEDIC ORGANICS,-,MEDIC ORGANICS,FORMULADO,FORMULADO,FORMULADO,OTROS PROVEEDORES,ACTIVO
200027480,103321.0,200027480.0,7704768004524,ADELGIN GEL TERMICO FRASCO X 200 ML,0.0,DROGUERIA CUYABRA,-,CUYABRA,FORMULADO,FORMULADO,FORMULADO,COOPIDROGAS,DESCODIFICADO
200026641,103322.0,200026641.0,7704768003800,GEL SICUR HIDRAT Y HUMECTANTE 60 GR ICOM,19.0,ALTADIS FARMACEUTICA SAS,,ALTADIS FARMACEUTICA SAS,FORMULADO,FORMULADO,FORMULADO,COOPIDROGAS,ACTIVO
7703286119758,103323.0,103323.0,7703286119758,GEL TERMICO CON ACEITE DE SEMILLA CANNABIS,19.0,LABORATORIOS MEDICK S.A.S,-,LABORATORIOS MEDICK S.A.S,FORMULADO,FORMULADO,FORMULADO,OTROS PROVEEDORES,ACTIVO
100023887,103324.0,100023887.0,7703546701488,GELCLAIR GEL ORAL CONCENT. 9 SBS(A)(3%+),0.0,ALTADIS FARMACEUTICA SAS,ACIDO HIALURONICO,ALTADIS FARMACEUTICA SAS,FORMULADO,FORMULADO,FORMULADO,COOPIDROGAS,ACTIVO
100023886,103325.0,100023886.0,7703546701471,GELCLAIR CAJA X 3 UND,0.0,NOVAMED S A,ACIDO HIALURONICO/ENOXOLONA/POVIDONA YODADA,GELCLAIR,FORMULADO,FORMULADO,FORMULADO,COOPIDROGAS,ACTIVO
100024967,103326.0,100024967.0,7703202003475,GELICART ADVANCE CAJA X 30 SOB,19.0,OPELLA HEALTHCARE COLOMBIA SAS,COLAGENO HIDROLIZADO,GELICART,DROGUERIA,VITAMINAS Y MINERALES,COLAGENO,COOPIDROGAS,ACTIVO
100020434,103327.0,100020434.0,7501165007956,GELICART CAJA X 30 UND,19.0,OPELLA HEALTHCARE COLOMBIA SAS,COLAGENO,GELICART,DROGUERIA,VITAMINAS Y MINERALES,COLAGENO,COOPIDROGAS,ACTIVO
100014222,103328.0,100014222.0,7703153021269,GELPIN FAST 50 MG CAJA X 2 TAB,0.0,EUROFARMA COLOMBIA SAS,SILDENAFIL,GELPIN,FORMULADO,FORMULADO,FORMULADO,COOPIDROGAS,ACTIVO
100014223,103329.0,100014223.0,7703153022082,GELPIN FAST SILDENAFIL 50 MG 4 CAPS,0.0,ALTADIS FARMACEUTICA SAS,SILDENAFIL,ALTADIS FARMACEUTICA SAS,FORMULADO,FORMULADO,FORMULADO,COOPIDROGAS,ACTIVO
100010328,103330.0,100010328.0,7703153015398,GELPIN SILDENAFIL 50 MG 2 CAPSULAS,0.0,ALTADIS FARMACEUTICA SAS,SILDENAFIL,ALTADIS FARMACEUTICA SAS,FORMULADO,FORMULADO,FORMULADO,COOPIDROGAS,ACTIVO
