punto_de_venta,codigo,nombre_producto,inventario_caja,inventario_blister,inventario_unidad,venta_m3,venta_m2,venta_m1,promedio_venta,prom_2_meses,rotacion_diaria,Fecha_activacion,clasificacion,inv_minimo,inv_maximo,inv_fraccion,desviacion_inventario,cant_compra,mayor_costo,inv_avaluado,compra_valuada,cant_exceso
calle_quinta 40285,7702402054935,PALETA JET  VAINILLA 62 GR,3.0,0.0,0.0,6.0,5.0,10.0,7.0,7.5,0.2333,,E,4.0,4.0,3.0,deficit,1.0,2344.0,7032.0,2344.0,0.0
calle_quinta 40285,7702535011089,COCA-COLA ORIGINAL 400ML ,9.0,0.0,0.0,25.0,34.0,26.0,28.33,30.0,0.9444,,E,15.0,15.0,9.0,deficit,6.0,2185.0,19665.0,13110.0,0.0
calle_quinta 40285,7705326073778,SUBMARINO DE MORA 35GR,1.0,0.0,0.0,3.0,5.0,6.0,4.67,5.5,0.1556,,E,2.0,2.0,1.0,deficit,1.0,899.0,899.0,899.0,0.0
calle_quinta 40285,7705326073778,SUBMARINO DE MORA 35GR,1.0,0.0,0.0,3.0,5.0,6.0,4.67,5.5,0.1556,,E,2.0,2.0,1.0,deficit,1.0,899.0,899.0,899.0,0.0
calle_quinta 40285,E118,LOZARTEN 50 MG 30 TBL,0.0,0.0,1.0,4.0,3.0,2.0,3.0,2.5,0.1,,A,2.0,2.0,0.33,deficit,2.0,7100.01,2343.0,14200.02,0.0
podium 29434,100012220,PRUEBA DE EMBARAZO CASSETTE ICOM,3.0,0.0,0.0,13.0,6.0,11.0,10.0,8.5,0.3333,,E,5.0,5.0,3.0,deficit,2.0,2038.68,6116.04,4077.36,0.0
podium 29434,200041408,TERMOMETRO DIGITAL ALFASAFE RIG.ESTAN.UD,1.0,0.0,0.0,6.0,2.0,2.0,3.33,2.0,0.1111,,A,2.0,2.0,1.0,deficit,1.0,7532.93,7532.93,7532.93,0.0
calicanto 33336,7709233974418,RODIFLEX 15 MG 10 TAB RUECAM,2.0,0.0,0.0,6.0,3.0,2.0,3.67,2.5,0.1222,,A,3.0,3.0,2.0,deficit,1.0,4455.9,8911.8,4455.9,0.0
calicanto 33336,7709233974418,RODIFLEX 15 MG 10 TAB RUECAM,2.0,0.0,0.0,6.0,3.0,2.0,3.67,2.5,0.1222,,A,3.0,3.0,2.0,deficit,1.0,4500.0,9000.0,4500.0,0.0
calicanto 33336,7709233974418,RODIFLEX 15 MG 10 TAB RUECAM,2.0,0.0,0.0,6.0,3.0,2.0,3.67,2.5,0.1222,,A,3.0,3.0,2.0,deficit,1.0,4500.0,9000.0,4500.0,0.0
calicanto 33336,7709233974418,RODIFLEX 15 MG 10 TAB RUECAM,2.0,0.0,0.0,6.0,3.0,2.0,3.67,2.5,0.1222,,A,3.0,3.0,2.0,deficit,1.0,4358.58,8717.16,4358.58,0.0
calicanto 33336,7709233974418,RODIFLEX 15 MG 10 TAB RUECAM,2.0,0.0,0.0,6.0,3.0,2.0,3.67,2.5,0.1222,,A,3.0,3.0,2.0,deficit,1.0,4157.1,8314.2,4157.1,0.0
calicanto 33336,7709233974418,RODIFLEX 15 MG 10 TAB RUECAM,2.0,0.0,0.0,6.0,3.0,2.0,3.67,2.5,0.1222,,A,3.0,3.0,2.0,deficit,1.0,4500.0,9000.0,4500.0,0.0
calicanto 33336,7709233974418,RODIFLEX 15 MG 10 TAB RUECAM,2.0,0.0,0.0,6.0,3.0,2.0,3.67,2.5,0.1222,,A,3.0,3.0,2.0,deficit,1.0,4500.0,9000.0,4500.0,0.0
calicanto 33336,7709233974418,RODIFLEX 15 MG 10 TAB RUECAM,2.0,0.0,0.0,6.0,3.0,2.0,3.67,2.5,0.1222,,A,3.0,3.0,2.0,deficit,1.0,4500.0,9000.0,4500.0,0.0
calicanto 33336,7709233974418,RODIFLEX 15 MG 10 TAB RUECAM,2.0,0.0,0.0,6.0,3.0,2.0,3.67,2.5,0.1222,,A,3.0,3.0,2.0,deficit,1.0,4500.0,9000.0,4500.0,0.0
calicanto 33336,7709233974418,RODIFLEX 15 MG 10 TAB RUECAM,2.0,0.0,0.0,6.0,3.0,2.0,3.67,2.5,0.1222,,A,3.0,3.0,2.0,deficit,1.0,4433.33,8866.66,4433.33,0.0
ciudadela 28233,100015111,MEPROGAL 15 MG 10 TBS ICOM,2.0,0.0,1.0,11.5,5.2,1.7,6.13,3.45,0.2044,,E,3.0,3.0,2.1,deficit,1.0,9589.0,20136.9,9589.0,0.0
ciudadela 28233,500000016,JUMBO MANI 24 UNID 17GR,0.0,0.0,3.0,0.0,0.54,0.33,0.29,0.44,0.0097,14/12/2024,N,1.0,1.0,0.12,deficit,1.0,806.75,96.81,806.75,0.0
cosmocentro1 34060,500000084,GASEOSA UVA POSTOBON 400 ML,1.0,0.0,0.0,11.0,0.0,0.0,3.67,0.0,0.1222,,A,3.0,3.0,1.0,deficit,2.0,1764.0,1764.0,3528.0,0.0
cosmocentro1 34060,7702192422051,GATORADE FRUT TROPICAL 500 ML,6.0,0.0,0.0,25.0,33.0,31.0,29.67,32.0,0.9889,,E,16.0,16.0,6.0,deficit,10.0,2498.5,14991.0,24985.0,0.0
cosmocentro1 34060,7702192422051,GATORADE FRUT TROPICAL 500 ML,6.0,0.0,0.0,25.0,33.0,31.0,29.67,32.0,0.9889,,E,16.0,16.0,6.0,deficit,10.0,2591.0,15546.0,25910.0,0.0
cosmocentro1 34060,7702192422051,GATORADE FRUT TROPICAL 500 ML,6.0,0.0,0.0,25.0,33.0,31.0,29.67,32.0,0.9889,,E,16.0,16.0,6.0,deficit,10.0,2605.35,15632.1,26053.5,0.0
cosmocentro2 35981,200035295,MICR.PIEL 1 PUL (24X3) PAG 2 LLEV 3 UND,0.0,0.0,1.0,1.33,1.0,1.0,1.11,1.0,0.037,,B,1.0,1.0,0.33,deficit,1.0,12839.5,4237.04,12839.5,0.0
cosmocentro2 35981,200040329,SEDA DENTAL WHOLEFRESH MENTA 50 MTS ICOM,3.0,0.0,0.0,6.0,10.0,4.0,6.67,7.0,0.2222,,E,4.0,4.0,3.0,deficit,1.0,2914.0,8742.0,2914.0,0.0
cosmocentro3 28047,100012508,TAMSULOSINA 0.4 MG 30 CAP SZ,1.0,0.0,0.0,1.0,3.0,1.0,1.67,2.0,0.0556,,B,2.0,2.0,1.0,deficit,1.0,29508.17,29508.17,29508.17,0.0
cosmocentro3 28047,100026227,ESP.TELA BLANCO FASTCARE 1X5 UND ICOM,2.0,0.0,0.0,1.0,2.0,3.0,2.0,2.5,0.0667,9/12/2024,N,6.0,6.0,2.0,deficit,4.0,3008.0,6016.0,12032.0,0.0
globald 26873,100023165,MELATONINA 3 MG 60 TBS FUNAT,1.0,0.0,0.0,2.0,2.0,1.0,1.67,1.5,0.0556,,B,2.0,2.0,1.0,deficit,1.0,32803.0,32803.0,32803.0,0.0
holguines 33044,7622201776565,TRIDENT YERBABUENA 5 UND 24 PAQUETES,0.0,0.0,1.0,0.11,0.22,0.39,0.24,0.3,0.008,30/11/2024,N,1.0,1.0,0.06,deficit,1.0,0.0,0.0,0.0,0.0
holguines 33044,7622201776565,TRIDENT YERBABUENA 5 UND 24 PAQUETES,0.0,0.0,1.0,0.11,0.22,0.39,0.24,0.3,0.008,30/11/2024,N,1.0,1.0,0.06,deficit,1.0,0.0,0.0,0.0,0.0
holguines 33044,7622201776565,TRIDENT YERBABUENA 5 UND 24 PAQUETES,0.0,0.0,1.0,0.11,0.22,0.39,0.24,0.3,0.008,30/11/2024,N,1.0,1.0,0.06,deficit,1.0,0.0,0.0,0.0,0.0
holguines 33044,7707529430655,OMEGA 3 X30 CAP TOTAL MAX,1.0,0.0,0.0,0.0,0.0,2.0,0.67,1.0,0.0222,28/01/2025,N,2.0,2.0,1.0,deficit,1.0,15023.0,15023.0,15023.0,0.0
ingenio 38147,100022265,NORAVER GRIPA BEBIDA NOCHE 15 GR 24 SBS,0.0,0.0,10.0,0.13,0.79,0.71,0.54,0.75,0.0181,,B,1.0,1.0,0.42,deficit,1.0,64724.5,27184.29,64724.5,0.0
ingenio 38147,7702192422051,GATORADE FRUT TROPICAL 500 ML,8.0,0.0,0.0,27.0,17.0,24.0,22.67,20.5,0.7556,,E,12.0,12.0,8.0,deficit,4.0,2498.5,19988.0,9994.0,0.0
ingenio 38147,7702192422051,GATORADE FRUT TROPICAL 500 ML,8.0,0.0,0.0,27.0,17.0,24.0,22.67,20.5,0.7556,,E,12.0,12.0,8.0,deficit,4.0,2591.0,20728.0,10364.0,0.0
ingenio 38147,7702192422051,GATORADE FRUT TROPICAL 500 ML,8.0,0.0,0.0,27.0,17.0,24.0,22.67,20.5,0.7556,,E,12.0,12.0,8.0,deficit,4.0,2605.35,20842.8,10421.4,0.0
metro 33045,100013992,VALSARTAN 80 MG 14 TABLETAS LS,1.0,0.0,0.0,4.0,3.0,4.0,3.67,3.5,0.1222,,A,3.0,3.0,1.0,deficit,2.0,8184.5,8184.5,16369.0,0.0
metro 33045,200034173,MICROPORE PIEL FAST CARE 1X5 3UND ICOM,1.0,0.0,1.0,6.0,3.67,3.33,4.33,3.5,0.1444,,E,2.0,2.0,1.33,deficit,1.0,7573.16,10072.3,7573.16,0.0
metro 33045,500000016,JUMBO MANI 24 UNID 17GR,0.0,0.0,9.0,0.0,0.33,0.29,0.21,0.31,0.0069,16/12/2024,N,1.0,1.0,0.38,deficit,1.0,806.75,306.56,806.75,0.0
minimarket 31447,100013992,VALSARTAN 80 MG 14 TABLETAS LS,1.0,0.0,0.0,2.0,4.0,3.0,3.0,3.5,0.1,,A,2.0,2.0,1.0,deficit,1.0,8184.5,8184.5,8184.5,0.0
minimarket 31447,200025330,JERINGA ALFA SAFE 50 CC 21 G X 1 1/2,3.0,0.0,0.0,5.0,6.0,10.0,7.0,8.0,0.2333,,E,4.0,4.0,3.0,deficit,1.0,1039.0,3117.0,1039.0,0.0
unicentro 34391,200041348,TOA HUM HUGGIES MANITAS Y CARITAS  80 UN,1.0,0.0,0.0,0.0,6.0,1.0,2.33,3.5,0.0778,,A,2.0,2.0,1.0,deficit,1.0,6177.0,6177.0,6177.0,0.0
unicentro 34391,B698,LOZARTEN 100 MG 30 TBL BIOQUIFAR,1.0,0.0,0.0,2.0,3.0,0.0,1.67,1.5,0.0556,,B,2.0,2.0,1.0,deficit,1.0,9300.0,9300.0,9300.0,0.0
unicentro 34391,B698,LOZARTEN 100 MG 30 TBL BIOQUIFAR,1.0,0.0,0.0,2.0,3.0,0.0,1.67,1.5,0.0556,,B,2.0,2.0,1.0,deficit,1.0,6954.0,6954.0,6954.0,0.0
unicentro 34391,G155,VIGRADINA 50 MG 4 TBL,7.0,0.0,0.0,6.0,26.0,11.0,14.33,18.5,0.4778,,E,8.0,8.0,7.0,deficit,1.0,4200.0,29400.0,4200.0,0.0
calle_quinta 40285,200033931,PAN.TENA SLIP ULTRA TALLA XL 1 UNIDAD,8.0,0.0,0.0,17.0,16.0,27.0,20.0,21.5,0.6667,,E,11.0,11.0,8.0,deficit,3.0,4158.0,33264.0,12474.0,0.0
calle_quinta 40285,500001083,PAN ACEMA FRESPAN X 6 UNIDADES,2.0,0.0,0.0,0.0,2.0,3.0,1.67,2.5,0.0556,13/01/2025,N,5.0,5.0,2.0,deficit,3.0,2750.0,5500.0,8250.0,0.0
calle_quinta 40285,7702192422051,GATORADE TROPICAL 500ML ,5.0,0.0,0.0,24.0,20.0,14.0,19.33,17.0,0.6444,,E,10.0,10.0,5.0,deficit,5.0,2498.5,12492.5,12492.5,0.0
calle_quinta 40285,7702192422051,GATORADE TROPICAL 500ML ,5.0,0.0,0.0,24.0,20.0,14.0,19.33,17.0,0.6444,,E,10.0,10.0,5.0,deficit,5.0,2591.0,12955.0,12955.0,0.0
calle_quinta 40285,7702192422051,GATORADE TROPICAL 500ML ,5.0,0.0,0.0,24.0,20.0,14.0,19.33,17.0,0.6444,,E,10.0,10.0,5.0,deficit,5.0,2605.35,13026.75,13026.75,0.0
calle_quinta 40285,7702402057684,PALETA POLET FRUTOS DEL BOSQUE  70GR,1.0,0.0,0.0,5.0,1.0,5.0,3.67,3.0,0.1222,,A,3.0,3.0,1.0,deficit,2.0,3057.75,3057.75,6115.5,0.0
podium 29434,100009940,KEPPRA 500 MG 30 TBS (P)44100(SC)(SF),2.0,0.0,0.0,4.0,4.0,3.0,3.67,3.5,0.1222,,A,3.0,3.0,2.0,deficit,1.0,41190.0,82380.0,41190.0,0.0
podium 29434,200011734,GORRO DESECHABLE AZUL ALFA 12 UND,0.0,0.0,5.0,1.25,0.08,0.25,0.53,0.16,0.0176,,B,1.0,1.0,0.42,deficit,1.0,0.0,0.0,0.0,0.0
podium 29434,7701021118868,WINNY PANTS 6 30 UNDS,1.0,0.0,0.0,1.0,3.0,5.0,3.0,4.0,0.1,,A,2.0,2.0,1.0,deficit,1.0,38487.5,38487.5,38487.5,0.0
bella_suiza 40350,G086,DIFLENAC GEL 1%  50 GR,1.0,0.0,0.0,2.0,1.0,4.0,2.33,2.5,0.0778,,A,2.0,2.0,1.0,deficit,1.0,6700.0,6700.0,6700.0,0.0
calicanto 33336,7702535010341,AGUA BRISA CON GAS 600 ML,1.0,0.0,0.0,2.0,13.0,10.0,8.33,11.5,0.2778,,E,4.0,4.0,1.0,deficit,3.0,1300.0,1300.0,3900.0,0.0
calicanto 33336,7702535010341,AGUA BRISA CON GAS 600 ML,1.0,0.0,0.0,2.0,13.0,10.0,8.33,11.5,0.2778,,E,4.0,4.0,1.0,deficit,3.0,1300.0,1300.0,3900.0,0.0
carmesi 33593,100014452,AGUA OXIGENADA 120 ML ICOM,5.0,0.0,0.0,6.0,10.0,17.0,11.0,13.5,0.3667,,E,6.0,6.0,5.0,deficit,1.0,2148.93,10744.65,2148.93,0.0
ciudadela 28233,100023963,ELECTROLIT HIDRATANTE NARAN.MANDA 625 ML,3.0,0.0,0.0,6.0,13.0,7.0,8.67,10.0,0.2889,,E,5.0,5.0,3.0,deficit,2.0,6805.07,20415.21,13610.14,0.0
cosmocentro1 34060,200005312,BIGEN MATICES 45 CHOCOLATE,1.0,0.0,0.0,5.0,2.0,3.0,3.33,2.5,0.1111,,A,2.0,2.0,1.0,deficit,1.0,15194.0,15194.0,15194.0,0.0
cosmocentro1 34060,200040063,AGUA BRISA SIN GAS 280 ML 24 UND ICOM,1.0,0.0,14.0,8.83,3.88,6.17,6.29,5.03,0.2098,,E,3.0,3.0,1.58,deficit,1.0,14496.17,22903.95,14496.17,0.0
cosmocentro2 35981,100026842,COXETOR 60 MG 14 TBS REC.,1.0,0.0,0.0,1.0,3.0,1.0,1.67,2.0,0.0556,,B,2.0,2.0,1.0,deficit,1.0,44076.8,44076.8,44076.8,0.0
cosmocentro2 35981,200007163,APLICADOR PRODEMA ALGODON MADERA 20 UND,1.0,0.0,0.0,3.0,2.0,8.0,4.33,5.0,0.1444,,E,2.0,2.0,1.0,deficit,1.0,736.0,736.0,736.0,0.0
cosmocentro2 35981,200029309,ALMIPRO SYNDET 400 ML,2.0,0.0,0.0,2.0,3.0,6.0,3.67,4.5,0.1222,,A,3.0,3.0,2.0,deficit,1.0,21423.5,42847.0,21423.5,0.0
cosmocentro2 35981,200040557,2 VICK VAPORUB 50 GRAMOS P.E.,1.0,0.0,0.0,3.0,0.0,8.0,3.67,4.0,0.1222,,A,3.0,3.0,1.0,deficit,2.0,26794.0,26794.0,53588.0,0.0
cosmocentro3 28047,100020286,BISACODILO 5 MG 10 TABLETAS RC,1.0,0.0,0.0,0.0,5.0,6.0,3.67,5.5,0.1222,23/12/2024,N,11.0,11.0,1.0,deficit,10.0,2243.88,2243.88,22438.8,0.0
cosmocentro3 28047,100022222,CALCIBON D 800 UI 30 TBS GRATIS 15 TBS,2.0,0.0,0.0,0.0,0.0,3.0,1.0,1.5,0.0333,20/01/2025,N,3.0,3.0,2.0,deficit,1.0,79093.0,158186.0,79093.0,0.0
cosmocentro3 28047,100023954,ATORVASTATINA 40 MG 30 TABLETAS LP,1.0,0.0,0.0,7.0,6.0,3.0,5.33,4.5,0.1778,15/11/2024,E,3.0,3.0,1.0,deficit,2.0,18038.0,18038.0,36076.0,0.0
cosmocentro3 28047,100023967,ELECTROLIT HIDRATANTE UVA 625 ML,3.0,0.0,0.0,8.0,8.0,5.0,7.0,6.5,0.2333,19/11/2024,E,4.0,4.0,3.0,deficit,1.0,6803.67,20411.01,6803.67,0.0
cosmocentro3 28047,100024464,ALCOHOL ANTISEPTICO ALCOPY 120 ML,1.0,0.0,0.0,2.0,2.0,1.0,1.67,1.5,0.0556,,B,2.0,2.0,1.0,deficit,1.0,2195.89,2195.89,2195.89,0.0
globald 26873,100005042,BACTRIM F 160+800 MG 10 TABLETAS,0.0,0.0,2.0,0.0,0.3,2.0,0.77,1.15,0.0256,,B,1.0,1.0,0.2,deficit,1.0,58261.0,11652.2,58261.0,0.0
globald 26873,100025353,ATIFLAN 75MG/3ML 6 AMPOLLAS ICOM MQ,1.0,0.0,1.0,0.67,3.0,2.17,1.95,2.58,0.0649,,B,2.0,2.0,1.17,deficit,1.0,17542.1,20524.26,17542.1,0.0
holguines 33044,100002454,AZITROMICINA 500 MG 3 TABLETAS LS,1.0,0.0,0.0,4.0,0.0,4.0,2.67,2.0,0.0889,,A,2.0,2.0,1.0,deficit,1.0,12688.0,12688.0,12688.0,0.0
holguines 33044,200039528,CREMA DENTAL COLGATE PERIOGARD 90GR,4.0,0.0,0.0,15.0,4.0,9.0,9.33,6.5,0.3111,,E,5.0,5.0,4.0,deficit,1.0,16093.0,64372.0,16093.0,0.0
holguines 33044,7702090060553,AGUA CRISTAL ALOE 330 ML,9.0,0.0,0.0,21.0,24.0,15.0,20.0,19.5,0.6667,,E,11.0,11.0,9.0,deficit,2.0,1400.56,12605.04,2801.12,0.0
ingenio 38147,7707019365436,ARTRINAL ETORICOXIB 120 X 15 TAB ,5.0,0.0,0.0,0.0,3.0,3.0,2.0,3.0,0.0667,3/12/2024,N,6.0,6.0,5.0,deficit,1.0,18600.0,93000.0,18600.0,0.0
ingenio 38147,7707019365436,ARTRINAL ETORICOXIB 120 X 15 TAB ,5.0,0.0,0.0,0.0,3.0,3.0,2.0,3.0,0.0667,3/12/2024,N,6.0,6.0,5.0,deficit,1.0,18600.0,93000.0,18600.0,0.0
metro 33045,100026796,BRONCODEX  JARABE NINOS 120 ML,1.0,0.0,0.0,1.0,2.0,5.0,2.67,3.5,0.0889,,A,2.0,2.0,1.0,deficit,1.0,9901.5,9901.5,9901.5,0.0
metro 33045,200014444,BURBUJAS DE CHOCOLATE BOLSA 12 UND,0.0,0.0,1.0,0.0,0.08,0.83,0.3,0.45,0.0101,,L,1.0,1.0,0.08,deficit,1.0,9677.04,774.16,9677.04,0.0
metro 33045,200025180,DTE.REXONA MINI ROLLON V8 30 GR H,1.0,0.0,0.0,2.0,2.0,3.0,2.33,2.5,0.0778,,A,2.0,2.0,1.0,deficit,1.0,2749.0,2749.0,2749.0,0.0
minimarket 31447,100001183,ADOREM ACETAMINOFEN 150 MG JARABE 120 ML,1.0,0.0,0.0,5.0,4.0,4.0,4.33,4.0,0.1444,,E,2.0,2.0,1.0,deficit,1.0,9110.33,9110.33,9110.33,0.0
minimarket 31447,100001422,COMPLEJO B 10 ML AMPOLLA EC,1.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,0.1,,A,2.0,2.0,1.0,deficit,1.0,10374.5,10374.5,10374.5,0.0
pasoancho 33511,100014452,AGUA OXIGENADA 120 ML ICOM,5.0,0.0,0.0,11.0,8.0,12.0,10.33,10.0,0.3444,,E,6.0,6.0,5.0,deficit,1.0,2148.93,10744.65,2148.93,0.0
pasoancho 33511,100025937,DURAFLEX ADVANCE 18 CAPSULAS MK,0.0,0.0,4.0,0.11,0.78,0.89,0.59,0.84,0.0198,,B,1.0,1.0,0.44,deficit,1.0,46852.33,20615.03,46852.33,0.0
pasoancho 33511,200037150,EQUIPO MACROGOTEO PRECISION SIN VALVULA,5.0,0.0,0.0,7.0,16.0,15.0,12.67,15.5,0.4222,,E,7.0,7.0,5.0,deficit,2.0,1219.04,6095.2,2438.08,0.0
unicentro 34391,100015552,CALMIDOL MAX 48 GRAGEAS,0.0,3.0,0.0,0.0,2.83,1.67,1.5,2.25,0.05,,B,2.0,2.0,0.5,deficit,2.0,82538.0,41269.0,165076.0,0.0
unicentro 34391,100026384,BONSONO 2 MG 20 TABLETAS,1.0,0.0,0.0,2.0,2.0,4.0,2.67,3.0,0.0889,,A,2.0,2.0,1.0,deficit,1.0,59140.25,59140.25,59140.25,0.0
calle_quinta 40285,200022421,CURAS CURE BAND VENDITAS ESTANDAR 10 UND,2.0,0.0,0.0,7.0,9.0,9.0,8.33,9.0,0.2778,,E,4.0,4.0,2.0,deficit,2.0,1530.5,3061.0,3061.0,0.0
podium 29434,100002817,BETANECROTON 10 CAPSULAS,0.0,0.0,1.0,0.0,1.0,0.0,0.33,0.5,0.0111,,L,1.0,1.0,0.1,deficit,1.0,50377.0,5037.7,50377.0,0.0
podium 29434,100004708,DEPO PROVERA 150 MG 3 ML AMPOLLA,1.0,0.0,0.0,4.0,0.0,1.0,1.67,0.5,0.0556,,B,2.0,2.0,1.0,deficit,1.0,26355.78,26355.78,26355.78,0.0
podium 29434,100019393,ACETAMINOFEN 500 MG 100 TBS ICOM,6.0,0.0,6.0,15.1,16.3,11.2,14.2,13.75,0.4733,,E,8.0,8.0,6.6,deficit,1.0,6870.0,45342.0,6870.0,0.0
podium 29434,100023962,ELECTROLIT HIDRATANTE MANZANA 625 ML,1.0,0.0,0.0,1.0,3.0,1.0,1.67,2.0,0.0556,,B,2.0,2.0,1.0,deficit,1.0,6805.5,6805.5,6805.5,0.0
podium 29434,200001991,CYCLOFEM 1 AMPOLLA,10.0,0.0,0.0,25.0,30.0,31.0,28.67,30.5,0.9556,,E,15.0,15.0,10.0,deficit,5.0,20027.24,200272.4,100136.2,0.0
calicanto 33336,100009830,VALCOTE ER 500MG 30(3%+)(A)(P)73200(PAE),1.0,0.0,0.0,0.0,0.0,2.0,0.67,1.0,0.0222,2/12/2024,N,2.0,2.0,1.0,deficit,1.0,69056.0,69056.0,69056.0,0.0
calicanto 33336,100027981,MINOXIDIL +CBD 5%  LOC.60 ML ICOM,1.0,0.0,0.0,1.0,1.0,2.0,1.33,1.5,0.0444,7/12/2024,N,4.0,4.0,1.0,deficit,3.0,15760.03,15760.03,47280.09,0.0
calicanto 33336,100027981,MINOXIDIL +CBD 5%  LOC.60 ML ICOM,1.0,0.0,0.0,1.0,1.0,2.0,1.33,1.5,0.0444,7/12/2024,N,4.0,4.0,1.0,deficit,3.0,15760.18,15760.18,47280.54,0.0
calicanto 33336,500000021,JUGO HIT PINA NARANJA 500 ML,5.0,0.0,0.0,1.0,1.0,4.0,2.0,2.5,0.0667,6/12/2024,N,6.0,6.0,5.0,deficit,1.0,1974.0,9870.0,1974.0,0.0
carmesi 33593,100022133,HIDRASOL 60 CON ZINC MANZANA 500ML ICOM,1.0,0.0,0.0,6.0,11.0,15.0,10.67,13.0,0.3556,,E,6.0,6.0,1.0,deficit,5.0,6288.97,6288.97,31444.85,0.0
carmesi 33593,200042220,PRESERVAT.TODAY REAL SENSATION 3 UND,3.0,0.0,0.0,3.0,10.0,9.0,7.33,9.5,0.2444,,E,4.0,4.0,3.0,deficit,1.0,15991.5,47974.5,15991.5,0.0
ciudadela 28233,100016988,HIDROCORTISONA 1% CREMA 15 GR MK,1.0,0.0,0.0,2.0,2.0,3.0,2.33,2.5,0.0778,,A,2.0,2.0,1.0,deficit,1.0,5335.0,5335.0,5335.0,0.0
ciudadela 28233,100026995,TAPABOCAS ALFA SAFE NEGRO 50 UND,0.0,0.0,18.0,1.32,3.5,3.14,2.65,3.32,0.0884,,A,2.0,2.0,0.36,deficit,2.0,8571.5,3085.74,17143.0,0.0
cosmocentro1 34060,100022061,VITYBELL 30 CAP.BLANDAS PC (3%+)(PAE),1.0,0.0,0.0,0.0,1.0,6.0,2.33,3.5,0.0778,,A,2.0,2.0,1.0,deficit,1.0,82239.0,82239.0,82239.0,0.0
cosmocentro2 35981,500000005,MANI LA ESPECIAL LIMON PIMINETA X12UND,1.0,0.0,0.0,2.0,2.0,7.0,3.67,4.5,0.1222,6/12/2024,N,11.0,11.0,1.0,deficit,10.0,22150.92,22150.92,221509.2,0.0
cosmocentro2 35981,500000005,MANI LA ESPECIAL LIMON PIMINETA X12UND,1.0,0.0,0.0,2.0,2.0,7.0,3.67,4.5,0.1222,6/12/2024,N,11.0,11.0,1.0,deficit,10.0,1680.67,1680.67,16806.7,0.0
cosmocentro3 28047,100012411,FENCAFEN 100 MG 20 TABLETAS,0.0,0.0,1.0,0.5,0.0,0.0,0.17,0.0,0.0056,,L,1.0,1.0,0.05,deficit,1.0,72030.0,3601.5,72030.0,0.0
cosmocentro3 28047,100022340,TUTOS PROPOLEO HEDERA HELIX 120 ML ICOM,1.0,0.0,0.0,0.0,4.0,7.0,3.67,5.5,0.1222,,A,3.0,3.0,1.0,deficit,2.0,9516.0,9516.0,19032.0,0.0
cosmocentro3 28047,500000006,MANI LA ESPECIAL MIX ARANDANOS X 12 UND,7.0,0.0,0.0,5.0,8.0,14.0,9.0,11.0,0.3,6/12/2024,N,27.0,27.0,7.0,deficit,20.0,2014.83,14103.81,40296.6,0.0
holguines 33044,100014449,YODOPOVIL ESPUMA 60 ML ICOM,2.0,0.0,0.0,4.0,2.0,5.0,3.67,3.5,0.1222,,A,3.0,3.0,2.0,deficit,1.0,6471.0,12942.0,6471.0,0.0
holguines 33044,100027431,LEVOTIROXINA 100 MCG 30 TABS MK,1.0,0.0,0.0,0.0,0.0,2.0,0.67,1.0,0.0222,9/01/2025,N,2.0,2.0,1.0,deficit,1.0,20324.0,20324.0,20324.0,0.0
holguines 33044,200001983,PANITOS HUM.PEQUENIN ACOLCHAMAX 24 UND,1.0,0.0,0.0,1.0,4.0,3.0,2.67,3.5,0.0889,,A,2.0,2.0,1.0,deficit,1.0,3962.38,3962.38,3962.38,0.0
metro 33045,100022133,HIDRASOL 60 CON ZINC MANZANA 500ML ICOM,4.0,0.0,0.0,7.0,10.0,14.0,10.33,12.0,0.3444,,E,6.0,6.0,4.0,deficit,2.0,6288.97,25155.88,12577.94,0.0
metro 33045,100026148,HIDRASOL 60 CON ZINC COCO 500ML ICOM,4.0,0.0,0.0,11.0,9.0,14.0,11.33,11.5,0.3778,,E,6.0,6.0,4.0,deficit,2.0,6289.0,25156.0,12578.0,0.0
metro 33045,7701021114853,PAÑAL CONTENT L 10 UDS,0.0,0.0,1.0,1.2,0.1,0.0,0.43,0.05,0.0144,,L,1.0,1.0,0.1,deficit,1.0,27281.0,2728.1,27281.0,0.0
minimarket 31447,100009760,NOFERTYL AMP.1 ML C/JER.(P)9016(SC)(SF),1.0,0.0,0.0,2.0,4.0,5.0,3.67,4.5,0.1222,,A,3.0,3.0,1.0,deficit,2.0,8210.0,8210.0,16420.0,0.0
minimarket 31447,200001727,VICK VAPORUB 50 GR(PDB),1.0,0.0,0.0,4.0,0.0,1.0,1.67,0.5,0.0556,,B,2.0,2.0,1.0,deficit,1.0,18606.33,18606.33,18606.33,0.0
pasoancho 33511,100016853,QUIMAR INYECTABLE 6 AMPOLLAS,0.0,0.0,3.0,4.5,3.67,4.83,4.33,4.25,0.1444,,E,2.0,2.0,0.5,deficit,2.0,16108.91,8054.46,32217.82,0.0
pasoancho 33511,100019768,ZOPICLONA 7.5 MG 10 TABLETAS HP,8.0,0.0,0.0,15.0,19.0,24.0,19.33,21.5,0.6444,,E,10.0,10.0,8.0,deficit,2.0,7747.0,61976.0,15494.0,0.0
