codigo,nombre_producto,origen,origen_clasificacion,origen_promedio_venta,cantidad_transferir,destino,destino_clasificacion,destino_promedio_venta,mayor_costo,costo_total
100018320,OFTAMOX 0.5% (MK) FRASCO X 5 ML,holguines 33044,D,0.0,1.0,cosmocentro1 34060,L,0.33,33322.0,33322.0
100018320,OFTAMOX 0.5% FCO 5 ML MK,holguines 33044,D,0.0,1.0,calle_quinta 40285,L,0.33,33322.0,33322.0
100018320,OFTAMOX 0.5% FCO 5 ML MK,holguines 33044,D,0.0,1.0,cosmocentro1 34060,L,0.33,33322.0,33322.0
100018336,ESPASMOBIL 10 SOBRES 4 TABLETAS,cosmocentro3 28047,D,0.03,1.0,unicentro 34391,L,0.33,59183.0,59183.0
100018336,ESPASMOBIL GRAGEAS CAJA X 40 GRAG,cosmocentro3 28047,D,0.03,1.0,unicentro 34391,L,0.33,59183.0,59183.0
100018337,ESPASMOBIL 3 SOBRES 4 TABLETAS,cosmocentro3 28047,D,0.0,1.0,ingenio 38147,L,0.33,19073.25,19073.25
100018337,ESPASMOBIL CAJA X 12 GRAG,cosmocentro3 28047,D,0.0,1.0,ingenio 38147,L,0.33,19073.25,19073.25
100018404,MOXIFLOXACINA 400 MG (MK) CAJA X 7 TAB,bella_suiza 40350,D,0.0,1.0,podium 29434,N,0.33,70608.0,70608.0
100018404,MOXIFLOXACINA 400 MG (MK) CAJA X 7 TAB,bella_suiza 40350,D,0.0,1.0,cosmocentro3 28047,L,0.33,70608.0,70608.0
100018404,MOXIFLOXACINA 400 MG 7 TBS MK(A),bella_suiza 40350,D,0.0,1.0,podium 29434,N,0.33,70608.0,70608.0
100018404,MOXIFLOXACINA 400 MG 7 TBS MK(A),bella_suiza 40350,D,0.0,1.0,cosmocentro3 28047,L,0.33,70608.0,70608.0
100018421,OXIMETAZOLINA 0.025% (MK) FRASCO X 15 ML FRASCO X 15 ML,calicanto 33336,D,0.0,1.0,calle_quinta 40285,L,0.33,14728.5,14728.5
100018421,OXIMETAZOLINA 0.025% (MK) FRASCO X 15 ML FRASCO X 15 ML,calicanto 33336,D,0.0,1.0,carmesi 33593,C,1.0,14728.5,14728.5
100018421,OXIMETAZOLINA NASAL 0.025% SOL 15 ML MK,calicanto 33336,D,0.0,1.0,calle_quinta 40285,L,0.33,14728.5,14728.5
100018421,OXIMETAZOLINA NASAL 0.025% SOL 15 ML MK,calicanto 33336,D,0.0,1.0,carmesi 33593,C,1.0,14728.5,14728.5
100018424,PRELUDYO 150 MG 14 TBS(P)46683,holguines 33044,D,0.0,1.0,unicentro 34391,L,0.33,33724.0,33724.0
100018424,PRELUDYO 150 MG CAJA X 14 TAB,holguines 33044,D,0.0,1.0,unicentro 34391,L,0.33,33724.0,33724.0
100018435,CREON 25000 20 CAPSULAS(3%+)(PAE),unicentro 34391,D,0.0,1.0,cosmocentro3 28047,L,0.33,108051.0,108051.0
100018435,CREON 25000 CAJA X 20 TAB,unicentro 34391,D,0.0,1.0,cosmocentro3 28047,L,0.33,108051.0,108051.0
100018441,FRESHLY PAUSIA COMPLEX 60 CAPSULAS,cosmocentro3 28047,D,0.0,1.0,pasoancho 33511,L,0.33,36229.33,36229.33
100018441,FRESHLYPAUSIA COMPLEX CAJA X 60.00 TAB,cosmocentro3 28047,D,0.0,1.0,pasoancho 33511,L,0.33,36229.33,36229.33
100018460,FERBIN 250 MG CAJA X 50 TAB,carmesi 33593,D,0.13,1.0,podium 29434,L,0.33,58305.0,58305.0
100018460,FERBIN CL 250 MG 50 CAPSULAS(P)61000,carmesi 33593,D,0.13,1.0,podium 29434,L,0.33,58305.0,58305.0
100018490,HEMOCYTON JARABE 340 ML MK,globald 26873,D,0.0,1.0,cosmocentro3 28047,L,0.33,31199.0,31199.0
100018490,HEMOCYTON JARABE 340 ML MK,pasoancho 33511,D,0.0,1.0,calle_quinta 40285,L,0.33,31199.0,31199.0
100018490,HEMOCYTON MK FRASCO X 340.00 ML,globald 26873,D,0.0,1.0,cosmocentro3 28047,L,0.33,31199.0,31199.0
100018490,HEMOCYTON MK FRASCO X 340.00 ML,pasoancho 33511,D,0.0,1.0,calle_quinta 40285,L,0.33,31199.0,31199.0
100018511,FLUZETRIN F 500 MG 10 CAPSULAS CBG,cosmocentro2 35981,D,0.0,1.0,bella_suiza 40350,B,1.33,29938.0,29938.0
100018511,FLUZETRIN F 500 MG 10 CAPSULAS CBG,cosmocentro2 35981,D,0.0,1.0,carmesi 33593,L,0.33,29938.0,29938.0
100018511,FLUZETRIN F 500 MG 10 CAPSULAS CBG,ciudadela 28233,D,0.0,1.0,globald 26873,L,0.33,29938.0,29938.0
100018511,FLUZETRIN F CAJA X 10.00 TAB,cosmocentro2 35981,D,0.0,1.0,bella_suiza 40350,B,1.33,29938.0,29938.0
100018511,FLUZETRIN F CAJA X 10.00 TAB,cosmocentro2 35981,D,0.0,1.0,carmesi 33593,L,0.33,29938.0,29938.0
100018511,FLUZETRIN F CAJA X 10.00 TAB,ciudadela 28233,D,0.0,1.0,globald 26873,L,0.33,29938.0,29938.0
100018541,FUSITREX CREMA TOPICA 20 GR,pasoancho 33511,D,0.0,1.0,metro 33045,L,0.33,54051.5,54051.5
100018541,FUSITREX CREMA TOPICA 20 GR,pasoancho 33511,D,0.0,1.0,minimarket 31447,L,0.33,54051.5,54051.5
100018541,FUSITREX CREMA TOPICA 20 GR,unicentro 34391,D,0.0,1.0,calle_quinta 40285,L,0.33,54051.5,54051.5
100018541,FUSITREX CREMA TUBO X 20 GR,pasoancho 33511,D,0.0,1.0,metro 33045,L,0.33,54051.5,54051.5
100018541,FUSITREX CREMA TUBO X 20 GR,pasoancho 33511,D,0.0,1.0,minimarket 31447,L,0.33,54051.5,54051.5
100018541,FUSITREX CREMA TUBO X 20 GR,unicentro 34391,D,0.0,1.0,calle_quinta 40285,L,0.33,54051.5,54051.5
100018614,NEUROPRON 10.000 SOL.INY.2 ML 3 UND(3%+),metro 33045,D,0.0,1.0,cosmocentro1 34060,B,0.78,74576.0,74576.0
100018614,NEUROPRON 10.000 SOL.INY.2 ML 3 UND(3%+),metro 33045,D,0.0,1.0,unicentro 34391,L,0.33,74576.0,74576.0
100018614,NEUROPRON 10000 CAJA X 3 AMP,metro 33045,D,0.0,1.0,cosmocentro1 34060,B,0.78,74576.0,74576.0
100018614,NEUROPRON 10000 CAJA X 3 AMP,metro 33045,D,0.0,1.0,unicentro 34391,L,0.33,74576.0,74576.0
100018630,MACMIROR COMPLEX 500 MG 6 OVULOS,cosmocentro1 34060,D,0.0,1.0,holguines 33044,B,0.67,77586.0,77586.0
100018630,MACMIROR COMPLEX CAJA X 6 OVULOS,cosmocentro1 34060,D,0.0,1.0,holguines 33044,B,0.67,77586.0,77586.0
100018631,UNASYN 375 MG 20 TABLETAS (A)(3%+)(PAE),cosmocentro3 28047,D,0.0,1.0,unicentro 34391,L,0.33,126763.0,126763.0
100018631,UNASYN 375 MG 20 TABLETAS (A)(3%+)(PAE),calicanto 33336,D,0.0,1.0,ciudadela 28233,L,0.33,126763.0,126763.0
100018631,UNASYN 375 MG CAJA X 20 TAB,cosmocentro3 28047,D,0.0,1.0,unicentro 34391,L,0.33,126763.0,126763.0
100018631,UNASYN 375 MG CAJA X 20 TAB,calicanto 33336,D,0.0,1.0,ciudadela 28233,L,0.33,126763.0,126763.0
100018632,UNASYN 750 MG 20 TABLETAS (A)(3%+)(PAE),ciudadela 28233,D,0.0,1.0,bella_suiza 40350,B,1.0,212735.0,212735.0
100018632,UNASYN 750 MG CAJA X 20.00 TAB,ciudadela 28233,D,0.0,1.0,bella_suiza 40350,B,1.0,212735.0,212735.0
100018633,SULTAMICILINA 750 MG (LA SANTE) CAJA X 10 TAB,calle_quinta 40285,D,0.0,1.0,metro 33045,L,0.33,125702.5,125702.5
100018633,SULTAMICILINA 750 MG 10 TBS LS(3%+)(PAE),calle_quinta 40285,D,0.0,1.0,metro 33045,L,0.33,125702.5,125702.5
100018661,XARELTO 20 MG CAJA X 14 TAB,globald 26873,D,0.0,1.0,cosmocentro2 35981,L,0.33,53822.0,53822.0
100018661,XARELTO 20M 14C(A)(P)104048(SC)(SF)(PDB),globald 26873,D,0.0,1.0,cosmocentro2 35981,L,0.33,53822.0,53822.0
100018668,FERBIN JARABE 120 ML,pasoancho 33511,D,0.0,1.0,calicanto 33336,L,0.33,34582.0,34582.0
100018668,FERBIN JARABE 5G / 100 ML FRASCO X 120 ML,pasoancho 33511,D,0.0,1.0,calicanto 33336,L,0.33,34582.0,34582.0
100018674,CLORURO DE MAGNESIO (LEDMAR) CAJA X 30 CAP,calle_quinta 40285,D,0.0,1.0,calicanto 33336,L,0.33,18271.0,18271.0
100018674,CLORURO DE MAGNESIO 30 CAPSULAS,calle_quinta 40285,D,0.0,1.0,calicanto 33336,L,0.33,18271.0,18271.0
100018711,TRAYENTA 5 MG 30 TABLETAS (A)(3%+)(PAE),pasoancho 33511,D,0.0,1.0,carmesi 33593,L,0.33,135023.0,135023.0
100018711,TRAYENTA 5 MG 30 TABLETAS (A)(3%+)(PAE),metro 33045,D,0.0,1.0,globald 26873,L,0.33,135023.0,135023.0
100018711,TRAYENTA 5 MG 30 TABLETAS (A)(3%+)(PAE),calicanto 33336,D,0.0,1.0,cosmocentro3 28047,B,1.67,135023.0,135023.0
100018711,TRAYENTA 5 MG 30 TABLETAS (A)(3%+)(PAE),calle_quinta 40285,D,0.0,1.0,ingenio 38147,L,0.33,135023.0,135023.0
100018711,TRAYENTA 5 MG CAJA X 30.00 COMP,pasoancho 33511,D,0.0,1.0,carmesi 33593,L,0.33,135023.0,135023.0
100018711,TRAYENTA 5 MG CAJA X 30.00 COMP,metro 33045,D,0.0,1.0,globald 26873,L,0.33,135023.0,135023.0
100018711,TRAYENTA 5 MG CAJA X 30.00 COMP,calicanto 33336,D,0.0,1.0,cosmocentro3 28047,B,1.67,135023.0,135023.0
100018711,TRAYENTA 5 MG CAJA X 30.00 COMP,calle_quinta 40285,D,0.0,1.0,ingenio 38147,L,0.33,135023.0,135023.0
100018724,DOLORAN POMADA 10 GR UNIDAD,cosmocentro1 34060,D,0.0,1.0,ciudadela 28233,L,0.33,7418.0,7418.0
100018724,DOLORAN POMADA 10 GR UNIDAD,cosmocentro1 34060,D,0.0,1.0,pasoancho 33511,N,0.67,7418.0,7418.0
100018724,DOLORAN POMADA 10 GR UNIDAD,cosmocentro1 34060,D,0.0,1.0,metro 33045,L,0.33,7418.0,7418.0
100018724,DOLORAN POMADA 10 GR UNIDAD,cosmocentro1 34060,D,0.0,1.0,podium 29434,L,0.33,7418.0,7418.0
100018724,POMADA DOLORAN CAJA X 10.00 GRS,cosmocentro1 34060,D,0.0,1.0,ciudadela 28233,L,0.33,7418.0,7418.0
100018724,POMADA DOLORAN CAJA X 10.00 GRS,cosmocentro1 34060,D,0.0,1.0,pasoancho 33511,N,0.67,7418.0,7418.0
100018724,POMADA DOLORAN CAJA X 10.00 GRS,cosmocentro1 34060,D,0.0,1.0,metro 33045,L,0.33,7418.0,7418.0
100018724,POMADA DOLORAN CAJA X 10.00 GRS,cosmocentro1 34060,D,0.0,1.0,podium 29434,L,0.33,7418.0,7418.0
100018738,FENCAFEN 100 MG 50 TABLETAS (3%+),cosmocentro2 35981,D,0.0,1.0,globald 26873,L,0.21,160858.0,160858.0
100018770,VITACEREBRINA FRASCO X 30 TAB,cosmocentro1 34060,D,0.0,1.0,bella_suiza 40350,L,0.33,35188.0,35188.0
100018770,VITACEREBRINA FRASCO X 30 TAB,cosmocentro1 34060,D,0.0,1.0,unicentro 34391,L,0.33,35188.0,35188.0
100018770,VITACEREBRINA NEXT 30 TABLETAS,cosmocentro1 34060,D,0.0,1.0,bella_suiza 40350,L,0.33,35188.0,35188.0
100018770,VITACEREBRINA NEXT 30 TABLETAS,cosmocentro1 34060,D,0.0,1.0,unicentro 34391,L,0.33,35188.0,35188.0
100018791,VITACEREBRINA FRASCO X 60 TAB,ciudadela 28233,D,0.0,1.0,cosmocentro1 34060,L,0.33,55052.0,55052.0
100018791,VITACEREBRINA NEXT 60 TABLETAS,ciudadela 28233,D,0.0,1.0,cosmocentro1 34060,L,0.33,55052.0,55052.0
100018796,GYNORELLE 28 TBS (P)25271(SC)(SF),metro 33045,D,0.0,1.0,podium 29434,A,2.33,23326.5,23326.5
100018796,GYNORELLE CAJA X 28 TAB,metro 33045,D,0.0,1.0,podium 29434,A,2.33,23326.5,23326.5
100018824,LEGABIN 75 MG 30 CAP.(P)50018,unicentro 34391,D,0.0,1.0,metro 33045,L,0.33,33471.0,33471.0
100018824,LEGABIN 75 MG 30 CAP.(P)50018,unicentro 34391,D,0.0,1.0,carmesi 33593,L,0.33,33471.0,33471.0
100018824,LEGABIN 75 MG CAJA X 30 TAB,unicentro 34391,D,0.0,1.0,metro 33045,L,0.33,33471.0,33471.0
100018824,LEGABIN 75 MG CAJA X 30 TAB,unicentro 34391,D,0.0,1.0,carmesi 33593,L,0.33,33471.0,33471.0
100018841,OLMETEC ANLO 40/5 MG 30 TBS(A)(3%+)(PAE),pasoancho 33511,D,0.0,1.0,unicentro 34391,N,0.67,263533.67,263533.67
100018874,VITACEREBRINA JARABE LIMON 180 ML,globald 26873,D,0.0,1.0,cosmocentro3 28047,L,0.33,31504.0,31504.0
100018874,VITACEREBRINA LIMON FRASCO X 180.00 ML,globald 26873,D,0.0,1.0,cosmocentro3 28047,L,0.33,31504.0,31504.0
100018875,VITACEREBRINA CEREZA FRASCO X 180.00 ML,metro 33045,D,0.0,1.0,cosmocentro3 28047,L,0.33,32312.0,32312.0
100018875,VITACEREBRINA CEREZA FRASCO X 180.00 ML,pasoancho 33511,D,0.0,1.0,cosmocentro1 34060,L,0.33,32312.0,32312.0
100018875,VITACEREBRINA JARABE CEREZA 180 ML,metro 33045,D,0.0,1.0,cosmocentro3 28047,L,0.33,32312.0,32312.0
100018875,VITACEREBRINA JARABE CEREZA 180 ML,pasoancho 33511,D,0.0,1.0,cosmocentro1 34060,L,0.33,32312.0,32312.0
100018876,VITACEREBRINA CARAMELO FRASCO X 180 ML,ingenio 38147,D,0.0,1.0,carmesi 33593,L,0.33,32312.0,32312.0
100018876,VITACEREBRINA CARAMELO FRASCO X 180 ML,ingenio 38147,D,0.0,1.0,minimarket 31447,L,0.33,32312.0,32312.0
100018876,VITACEREBRINA JARABE CARAMELO 180 ML,ingenio 38147,D,0.0,1.0,carmesi 33593,L,0.33,32312.0,32312.0
100018876,VITACEREBRINA JARABE CARAMELO 180 ML,ingenio 38147,D,0.0,1.0,minimarket 31447,L,0.33,32312.0,32312.0
100018893,TIRAS GLUCOQUICK CAJA X 25 UND,cosmocentro3 28047,D,0.0,1.0,ciudadela 28233,L,0.33,59448.0,59448.0
100018893,TIRAS REACTIVAS GLUCOQUICK 25 UND,cosmocentro3 28047,D,0.0,1.0,ciudadela 28233,L,0.33,59448.0,59448.0
100018899,PEPRED 5MG/5ML(0.1%) S/ORAL 100 ML(3%+),carmesi 33593,D,0.0,1.0,bella_suiza 40350,L,0.33,71686.0,71686.0
100018899,PEPRED 5MG/5ML(0.1%) S/ORAL 100 ML(3%+),carmesi 33593,D,0.0,1.0,cosmocentro3 28047,L,0.33,71686.0,71686.0
100018899,PEPRED 5MG/5ML(0.1%) S/ORAL 100 ML(3%+),calicanto 33336,D,0.0,1.0,cosmocentro1 34060,L,0.33,71686.0,71686.0
100018899,PEPRED JARABE FRASCO X 100 ML,carmesi 33593,D,0.0,1.0,bella_suiza 40350,L,0.33,71686.0,71686.0
100018899,PEPRED JARABE FRASCO X 100 ML,carmesi 33593,D,0.0,1.0,cosmocentro3 28047,L,0.33,71686.0,71686.0
100018899,PEPRED JARABE FRASCO X 100 ML,calicanto 33336,D,0.0,1.0,cosmocentro1 34060,L,0.33,71686.0,71686.0
100018929,EFEXOR XR 150 MG CAJA X 30 TAB,metro 33045,D,0.0,1.0,globald 26873,N,0.33,48902.0,48902.0
100018929,EFEXOR XR 150 MG CAJA X 30 TAB,metro 33045,D,0.0,1.0,unicentro 34391,L,0.33,48902.0,48902.0
100018929,EFEXOR XR 150M 30CA(3%+)(P)56835(SC)(SF),metro 33045,D,0.0,1.0,globald 26873,N,0.33,48902.0,48902.0
100018929,EFEXOR XR 150M 30CA(3%+)(P)56835(SC)(SF),metro 33045,D,0.0,1.0,unicentro 34391,L,0.33,48902.0,48902.0
100018940,LEPRIT ENZIMATICO 30 TBS (3%+)(PAE),cosmocentro1 34060,D,0.0,1.0,minimarket 31447,L,0.33,86709.0,86709.0
100018940,LEPRIT ENZIMATICO 30 TBS (3%+)(PAE),cosmocentro1 34060,D,0.0,1.0,carmesi 33593,L,0.33,86709.0,86709.0
100018940,LEPRIT ENZIMATICO CAJA X 30 GRAG,cosmocentro1 34060,D,0.0,1.0,minimarket 31447,L,0.33,86709.0,86709.0
100018940,LEPRIT ENZIMATICO CAJA X 30 GRAG,cosmocentro1 34060,D,0.0,1.0,carmesi 33593,L,0.33,86709.0,86709.0
100018942,STAFEN 135/10 MG CAJA X 30 TAB,cosmocentro1 34060,D,0.0,1.0,unicentro 34391,L,0.33,281518.0,281518.0
100018942,STAFEN 135/10MG 30CAP.(A)(3%+)(PAE)(PDB),cosmocentro1 34060,D,0.0,1.0,unicentro 34391,L,0.33,281518.0,281518.0
100018961,VAGINSOL F CREMA VAG.20 GR 3 APL.(3%+),globald 26873,D,0.0,1.0,cosmocentro3 28047,L,0.33,80284.0,80284.0
100018961,VAGINSOL F CREMA VAG.20 GR 3 APL.(3%+),globald 26873,D,0.0,1.0,holguines 33044,L,0.33,80284.0,80284.0
100018961,VAGINSOL F CREMA VAGINAL TUBO X 20 GR +3 APLI TUBO X 1.00 GRS,globald 26873,D,0.0,1.0,cosmocentro3 28047,L,0.33,80284.0,80284.0
100018961,VAGINSOL F CREMA VAGINAL TUBO X 20 GR +3 APLI TUBO X 1.00 GRS,globald 26873,D,0.0,1.0,holguines 33044,L,0.33,80284.0,80284.0
100018976,CLOBETASOL 0.05% CREMA 30 GR GF,ingenio 38147,D,0.0,1.0,calle_quinta 40285,L,0.33,11556.0,11556.0
100018976,CLOBETASOL PROPIONATO 0.05% (GENFAR) TUBO X 30 GRS,ingenio 38147,D,0.0,1.0,calle_quinta 40285,L,0.33,11556.0,11556.0
100019006,FLU-SURE 0.1% FRASCO X 5.00 ML,ciudadela 28233,D,0.0,1.0,cosmocentro1 34060,L,0.33,43401.0,43401.0
100019006,FLU-SURE 0.1% FRASCO X 5.00 ML,calicanto 33336,D,0.0,1.0,ingenio 38147,L,0.33,43401.0,43401.0
100019006,FLU-SURE 0.1% FRASCO X 5.00 ML,cosmocentro2 35981,D,0.0,1.0,calle_quinta 40285,L,0.33,43401.0,43401.0
100019006,FLU-SURE GOTAS 5 ML,ciudadela 28233,D,0.0,1.0,cosmocentro1 34060,L,0.33,43401.0,43401.0
100019006,FLU-SURE GOTAS 5 ML,calicanto 33336,D,0.0,1.0,ingenio 38147,L,0.33,43401.0,43401.0
100019006,FLU-SURE GOTAS 5 ML,cosmocentro2 35981,D,0.0,1.0,calle_quinta 40285,L,0.33,43401.0,43401.0
100019041,ARCALION 200 MG 20 TABLETAS,unicentro 34391,D,0.0,1.0,cosmocentro1 34060,L,0.33,63605.0,63605.0
100019041,ARCALION 200MG CAJA X 20 TAB,unicentro 34391,D,0.0,1.0,cosmocentro1 34060,L,0.33,63605.0,63605.0
100019068,CURAM 600 MG SUSP FRASCO X 125 ML,cosmocentro1 34060,D,0.0,1.0,holguines 33044,L,0.33,35119.97,35119.97
100019068,CURAM 600 MG SUSPENSION 125 ML,cosmocentro1 34060,D,0.0,1.0,holguines 33044,L,0.33,35119.97,35119.97
100019122,EVALAX POLVO 250 GR(PAE),cosmocentro2 35981,D,0.0,1.0,holguines 33044,B,0.67,82762.0,82762.0
100019122,EVALAX POLVO SUSPENSION FRASCO X 250.00 GRS,cosmocentro2 35981,D,0.0,1.0,holguines 33044,B,0.67,82762.0,82762.0
100019123,EVALAX CAJA X 10 UND,cosmocentro2 35981,D,0.0,1.0,unicentro 34391,L,0.33,61700.0,61700.0
100019123,EVALAX POLVO 10 SBS,cosmocentro2 35981,D,0.0,1.0,unicentro 34391,L,0.33,61700.0,61700.0
100019183,AGUA DESTILADA (QUIBI) BOLSA X 500 ML,bella_suiza 40350,D,0.0,1.0,podium 29434,A,2.67,3290.0,3290.0
100019183,AGUA DESTILADA QUIBI BOLSA 500 ML,bella_suiza 40350,D,0.0,1.0,podium 29434,A,2.67,3290.0,3290.0
100019231,SYSTANE BALANCE SOL.OFTALMICA 10 ML,holguines 33044,D,0.0,1.0,bella_suiza 40350,L,0.33,65452.0,65452.0
100019231,SYSTANE BALANCE SOL.OFTALMICA 10 ML,pasoancho 33511,D,0.0,1.0,cosmocentro3 28047,L,0.33,65452.0,65452.0
100019289,BI PRETERAX 5 MG 30 COMP.(P)23514(SC),pasoancho 33511,D,0.0,1.0,bella_suiza 40350,L,0.33,23510.0,23510.0
100019289,BI PRETERAX 5 MG CAJA X 30 TAB,pasoancho 33511,D,0.0,1.0,bella_suiza 40350,L,0.33,23510.0,23510.0
100019290,BI PRETERAX 10 MG 30 COMP.(P)47028(SC),metro 33045,D,0.0,1.0,globald 26873,L,0.33,47021.0,47021.0
100019290,BI PRETERAX 10 MG CAJA X 30 MG,metro 33045,D,0.0,1.0,globald 26873,L,0.33,47021.0,47021.0
100019302,HIALTEARS FRASCO X 10.00 ML,calle_quinta 40285,D,0.0,1.0,globald 26873,L,0.33,45571.0,45571.0
100019302,HIALTEARS FRASCO X 10.00 ML,calle_quinta 40285,D,0.0,1.0,minimarket 31447,L,0.33,45571.0,45571.0
100019302,HIALTEARS GOTAS 10 ML,calle_quinta 40285,D,0.0,1.0,globald 26873,L,0.33,45571.0,45571.0
100019302,HIALTEARS GOTAS 10 ML,calle_quinta 40285,D,0.0,1.0,minimarket 31447,L,0.33,45571.0,45571.0
100019373,NECROXIL 300 MG INYECTABLE AMPOLLA 5 ML,calle_quinta 40285,D,0.0,1.0,metro 33045,B,1.67,31348.0,31348.0
100019424,GYNFLU D 4 TABLETAS (3%+)(PAE),unicentro 34391,D,0.0,1.0,calicanto 33336,L,0.33,87542.5,87542.5
100019424,GYNFLU D 4 TABLETAS (3%+)(PAE),unicentro 34391,D,0.0,1.0,podium 29434,L,0.33,87542.5,87542.5
100019424,GYNFLU D CAJA X 4.00 TAB,unicentro 34391,D,0.0,1.0,calicanto 33336,L,0.33,87542.5,87542.5
100019424,GYNFLU D CAJA X 4.00 TAB,unicentro 34391,D,0.0,1.0,podium 29434,L,0.33,87542.5,87542.5
100019442,MELIBA 150 MG 1 TABLETA,cosmocentro1 34060,D,0.0,1.0,calle_quinta 40285,L,0.33,61865.5,61865.5
100019442,MELIBA 150 MG CAJA X 1 COMP,cosmocentro1 34060,D,0.0,1.0,calle_quinta 40285,L,0.33,61865.5,61865.5
100019453,CARMELUB TEARS GEL FCO 15 ML MK,unicentro 34391,D,0.0,1.0,cosmocentro1 34060,L,0.33,74782.0,74782.0
100019453,CARMELUB TEARS GEL FCO 15 Mil mililitros MK,unicentro 34391,D,0.0,1.0,cosmocentro1 34060,L,0.33,74782.0,74782.0
100019454,OFTAMOX D FCO 5 ML MK (3%+)(PAE),holguines 33044,D,0.0,1.0,ciudadela 28233,L,0.33,110967.0,110967.0
100019454,OFTAMOX D FCO 5 ML MK (3%+)(PAE),holguines 33044,D,0.0,1.0,pasoancho 33511,L,0.33,110967.0,110967.0
100019454,OFTAMOX D FRASCO X 5 ML,holguines 33044,D,0.0,1.0,ciudadela 28233,L,0.33,110967.0,110967.0
100019454,OFTAMOX D FRASCO X 5 ML,holguines 33044,D,0.0,1.0,pasoancho 33511,L,0.33,110967.0,110967.0
100019466,SPRAINER FCO 80 ML 120 APLICACIONES(3%+),cosmocentro1 34060,D,0.0,1.0,bella_suiza 40350,L,0.33,67016.0,67016.0
100019466,SPRAINER FCO 80 ML 120 APLICACIONES(3%+),cosmocentro1 34060,D,0.0,1.0,holguines 33044,L,0.33,67016.0,67016.0
100019466,SPRAINER FRASCO X 80 ML,cosmocentro1 34060,D,0.0,1.0,bella_suiza 40350,L,0.33,67016.0,67016.0
100019466,SPRAINER FRASCO X 80 ML,cosmocentro1 34060,D,0.0,1.0,holguines 33044,L,0.33,67016.0,67016.0
100019488,OROCAL D 30 TABLETAS MASTICABLES LP,podium 29434,D,0.0,1.0,cosmocentro1 34060,L,0.33,12981.0,12981.0
100019488,OROCAL D 30 TABLETAS MASTICABLES LP,carmesi 33593,D,0.0,1.0,calle_quinta 40285,L,0.33,12981.0,12981.0
100019488,OROCAL D 600 MG CAJA X 30 TAB,podium 29434,D,0.0,1.0,cosmocentro1 34060,L,0.33,12981.0,12981.0
100019488,OROCAL D 600 MG CAJA X 30 TAB,carmesi 33593,D,0.0,1.0,calle_quinta 40285,L,0.33,12981.0,12981.0
100019490,CREMA # 4 NATURAL 90 GR,globald 26873,D,0.0,1.0,bella_suiza 40350,L,0.33,29912.0,29912.0
100019490,CREMA # 4 NATURAL 90 GR,holguines 33044,D,0.0,1.0,calicanto 33336,L,0.33,29912.0,29912.0
100019490,CREMA N 4 ANTIPAÑALITIS NATURAL TUBO X 90 GRS,globald 26873,D,0.0,1.0,bella_suiza 40350,L,0.33,29912.0,29912.0
100019490,CREMA N 4 ANTIPAÑALITIS NATURAL TUBO X 90 GRS,holguines 33044,D,0.0,1.0,calicanto 33336,L,0.33,29912.0,29912.0
100019492,PROCICAR NF CREMA TUBO 60 GR,ingenio 38147,D,0.0,1.0,podium 29434,B,0.67,41498.0,41498.0
100019492,PROCICAR NF CREMA TUBO 60 GR,ingenio 38147,D,0.0,1.0,carmesi 33593,L,0.33,41498.0,41498.0
100019492,PROCICAR NF TUBO X 60 GR,ingenio 38147,D,0.0,1.0,podium 29434,B,0.67,41498.0,41498.0
100019492,PROCICAR NF TUBO X 60 GR,ingenio 38147,D,0.0,1.0,carmesi 33593,L,0.33,41498.0,41498.0
100019503,BIOGAIA FRASCO X 5 ML,calicanto 33336,D,0.0,1.0,pasoancho 33511,L,0.33,66517.0,66517.0
100019503,BIOGAIA PROTECTIS GOTERO 5 ML(3%+),calicanto 33336,D,0.0,1.0,pasoancho 33511,L,0.33,66517.0,66517.0
100019530,GESTAVIT DHA 30 CAPSULAS (3%+)(PAE),pasoancho 33511,D,0.0,1.0,holguines 33044,A,2.67,78087.5,78087.5
100019533,BILAXTEN 20 MG (BILASTINA) CAJA X 20 COMPRIMIDO,globald 26873,D,0.0,1.0,ciudadela 28233,L,0.33,17428.71,17428.71
100019533,BILAXTEN 20 MG (BILASTINA) CAJA X 20 COMPRIMIDO,globald 26873,D,0.0,1.0,holguines 33044,L,0.33,17428.71,17428.71
100019533,BILAXTEN 20 MG (BILASTINA) CAJA X 20 COMPRIMIDO,globald 26873,D,0.0,1.0,unicentro 34391,A,2.33,17428.71,17428.71
100019533,BILAXTEN 20 MG 20 COMP.(P)19460,globald 26873,D,0.0,1.0,ciudadela 28233,L,0.33,17428.71,17428.71
100019533,BILAXTEN 20 MG 20 COMP.(P)19460,globald 26873,D,0.0,1.0,holguines 33044,L,0.33,17428.71,17428.71
100019533,BILAXTEN 20 MG 20 COMP.(P)19460,globald 26873,D,0.0,1.0,unicentro 34391,A,2.33,17428.71,17428.71
100019543,ENSURE FOS VAINILLA 900 GR (A)(PAE),calicanto 33336,D,0.0,1.0,cosmocentro3 28047,L,0.33,152505.0,152505.0
100019543,ENSURE FOS VAINILLA 900 GR (A)(PAE),bella_suiza 40350,D,0.0,1.0,cosmocentro2 35981,L,0.33,152505.0,152505.0
