punto_de_venta,codigo,nombre_producto,inventario_caja,inventario_blister,inventario_unidad,venta_m3,venta_m2,venta_m1,promedio_venta,prom_2_meses,rotacion_diaria,Fecha_activacion,clasificacion,inv_minimo,inv_maximo,inv_fraccion,desviacion_inventario,cant_compra,mayor_costo,inv_avaluado,compra_valuada,cant_exceso
ciudadela 28233,100012411,FENCAFEN 100 MG 20 TABLETAS,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,D,0.0,0.0,1.0,exceso,0.0,72030.0,72030.0,0.0,1.0
ciudadela 28233,100013780,SINOVUL 21 TABLETAS(P)6104(SC),4.0,0.0,0.0,1.0,0.0,0.0,0.33,0.0,0.0111,,L,1.0,1.0,4.0,exceso,0.0,5942.97,23771.88,0.0,2.0
ciudadela 28233,100014449,YODOPOVIL ESPUMA 60 ML ICOM,6.0,0.0,0.0,1.0,0.0,1.0,0.67,0.5,0.0222,,B,1.0,1.0,6.0,exceso,0.0,6471.0,38826.0,0.0,4.0
ciudadela 28233,100014450,YODOPOVIL BUCOFARINGEO 60 ML ICOM,4.0,0.0,0.0,1.0,1.0,2.0,1.33,1.5,0.0444,,B,1.0,1.0,4.0,exceso,0.0,6053.0,24212.0,0.0,2.0
ciudadela 28233,100015262,KENALER R SOL. OFTAL. 5 ML(3%+),1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,D,0.0,0.0,1.0,exceso,0.0,78936.0,78936.0,0.0,1.0
ciudadela 28233,100019850,VITAMINA VITA C NARANJA MAST 100 TBS MK,5.0,0.0,6.0,0.0,0.1,0.0,0.03,0.05,0.0011,,D,0.0,0.0,5.6,exceso,0.0,49115.0,275044.0,0.0,5.0
ciudadela 28233,100020011,METASPRAY 18 GR 180 DOSIS (3%+)(PAE),1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,D,0.0,0.0,1.0,exceso,0.0,100869.5,100869.5,0.0,1.0
ciudadela 28233,100021854,NEUREXAN FRASCO 50 TABLETAS,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,D,0.0,0.0,1.0,exceso,0.0,53341.0,53341.0,0.0,1.0
ciudadela 28233,100023229,PEDIALYTE CON ZINC 30 COCO 500 ML,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,D,0.0,0.0,1.0,exceso,0.0,8870.0,8870.0,0.0,1.0
ciudadela 28233,100023717,EXPECTOL FLEM JBE 120 ML,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,D,0.0,0.0,2.0,exceso,0.0,10055.5,20111.0,0.0,2.0
ciudadela 28233,100025663,PROPOLEO HERBAL 180 ML ICOM,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,D,0.0,0.0,1.0,exceso,0.0,10599.25,10599.25,0.0,1.0
ciudadela 28233,100025965,METACLOR CLEANER SPRAY 100 MILILITROS,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,D,0.0,0.0,1.0,exceso,0.0,8056.5,8056.5,0.0,1.0
ciudadela 28233,100026560,LEVETIRACETAM 500 MG 30 TBS MK (P)44100,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,D,0.0,0.0,2.0,exceso,0.0,35406.0,70812.0,0.0,2.0
ciudadela 28233,100027575,OLANZAPINA 5 MG 30 TABS MK (P)64523,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13/11/2024,D,0.0,0.0,1.0,exceso,0.0,52646.5,52646.5,0.0,1.0
ciudadela 28233,100028445,IBUPROFENO 100MG/5ML SUSP 120 ML MK,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,D,0.0,0.0,3.0,exceso,0.0,11747.0,35241.0,0.0,3.0
ciudadela 28233,200042657,SERUM VIT.C Y VIT B3 PILI 30 ML,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,D,0.0,0.0,1.0,exceso,0.0,26321.0,26321.0,0.0,1.0
ciudadela 28233,614143299766,FUNGI-FIN LOCION GTS X 20ML,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,D,0.0,0.0,2.0,exceso,0.0,6000.25,12000.5,0.0,2.0
ciudadela 28233,614143299766,FUNGI-FIN LOCION GTS X 20ML,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,D,0.0,0.0,2.0,exceso,0.0,6000.25,12000.5,0.0,2.0
ciudadela 28233,7701021116031,PAÑ. WINNY ULT. SEC 5 50 UNDS,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,D,0.0,0.0,7.0,exceso,0.0,58907.67,412353.69,0.0,7.0
ciudadela 28233,7702189056030,MARGARITA NATURAL 36 GR,3.0,0.0,0.0,1.0,1.0,0.0,0.67,0.5,0.0222,,B,1.0,1.0,3.0,exceso,0.0,1594.0,4782.0,0.0,1.0
ciudadela 28233,7702189056030,MARGARITA NATURAL 36 GR,3.0,0.0,0.0,1.0,1.0,0.0,0.67,0.5,0.0222,,B,1.0,1.0,3.0,exceso,0.0,1596.67,4790.01,0.0,1.0
ciudadela 28233,7703286115156,PSYLLIUM SABOR FRESAX 270 GR,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,D,0.0,0.0,1.0,exceso,0.0,27148.0,27148.0,0.0,1.0
ciudadela 28233,7703712080270,OXIFAR 20 MG 10 CAPS,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,D,0.0,0.0,3.0,exceso,0.0,6700.0,20100.0,0.0,3.0
ciudadela 28233,7703712080270,OXIFAR 20 MG 10 CAPS,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,D,0.0,0.0,3.0,exceso,0.0,6700.0,20100.0,0.0,3.0
ciudadela 28233,7707263005874,ROCICREAM CREMA 40GR 6 APLICAD,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,D,0.0,0.0,4.0,exceso,0.0,10800.0,43200.0,0.0,4.0
ciudadela 28233,7707263005874,ROCICREAM CREMA 40GR 6 APLICAD,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,D,0.0,0.0,4.0,exceso,0.0,9000.0,36000.0,0.0,4.0
ciudadela 28233,7707263005874,ROCICREAM CREMA 40GR 6 APLICAD,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,D,0.0,0.0,4.0,exceso,0.0,10800.0,43200.0,0.0,4.0
ciudadela 28233,7707263005874,ROCICREAM CREMA 40GR 6 APLICAD,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,D,0.0,0.0,4.0,exceso,0.0,9300.0,37200.0,0.0,4.0
ciudadela 28233,7707263005874,ROCICREAM CREMA 40GR 6 APLICAD,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,D,0.0,0.0,4.0,exceso,0.0,10800.0,43200.0,0.0,4.0
ciudadela 28233,7707263005874,ROCICREAM CREMA 40GR 6 APLICAD,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,D,0.0,0.0,4.0,exceso,0.0,9750.0,39000.0,0.0,4.0
ciudadela 28233,7707263005874,ROCICREAM CREMA 40GR 6 APLICAD,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,D,0.0,0.0,4.0,exceso,0.0,9733.33,38933.32,0.0,4.0
ciudadela 28233,E636,PALETA JET,11.0,0.0,0.0,5.0,10.0,8.0,7.67,9.0,0.2556,,E,4.0,4.0,11.0,exceso,0.0,2344.0,25784.0,0.0,6.0
ciudadela 28233,G074,MEBICITROF 250 MG 120 ML LABQUIFAR,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,D,0.0,0.0,2.0,exceso,0.0,19600.0,39200.0,0.0,2.0
cosmocentro1 34060,100000170,VALCOTE 500 MG 30 T(3%+)(A)(P)73200(PAE),1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,D,0.0,0.0,1.0,exceso,0.0,125523.5,125523.5,0.0,1.0
cosmocentro1 34060,100002163,STAMYL 20 TABLETAS,6.0,0.0,0.0,0.0,1.0,0.0,0.33,0.5,0.0111,,L,1.0,1.0,6.0,exceso,0.0,41531.0,249186.0,0.0,4.0
cosmocentro1 34060,100004084,SIMETICON 125 MG 20 TABLETAS,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,D,0.0,0.0,1.0,exceso,0.0,38982.0,38982.0,0.0,1.0
cosmocentro1 34060,100004869,LIFERTRON E 30 CAPSULAS,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,D,0.0,0.0,1.0,exceso,0.0,38572.0,38572.0,0.0,1.0
cosmocentro1 34060,100005170,ROXICAINA 2% SIMPLE 50 ML,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,D,0.0,0.0,1.0,exceso,0.0,27025.02,27025.02,0.0,1.0
cosmocentro1 34060,100005581,NASONEX SPR NASAL 10GR 60DOSIS (3%+,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,D,0.0,0.0,1.0,exceso,0.0,96857.0,96857.0,0.0,1.0
cosmocentro1 34060,100010412,TRIMETROPIM SULFA 40-200 SUSP.120 ML EC,3.0,0.0,0.0,0.0,0.0,1.0,0.33,0.5,0.0111,,L,1.0,1.0,3.0,exceso,0.0,7759.0,23277.0,0.0,1.0
cosmocentro1 34060,100015331,LOSARTAN 50 MG 30 TABLETAS EX,3.0,0.0,0.0,1.0,1.0,0.0,0.67,0.5,0.0222,,B,1.0,1.0,3.0,exceso,0.0,7055.63,21166.89,0.0,1.0
cosmocentro1 34060,100020292,RIFAX 200 MG 12 TABLETAS (3%+),2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,D,0.0,0.0,2.0,exceso,0.0,68892.5,137785.0,0.0,2.0
cosmocentro1 34060,100021081,PARALGEN MAX 10 TABLETAS,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,D,0.0,0.0,1.0,exceso,0.0,48965.0,48965.0,0.0,1.0
cosmocentro1 34060,100021562,TESTOVIRON DEPOT 250 MG 1 AMP 1ML,5.0,0.0,0.0,10.0,6.0,3.0,6.33,4.5,0.2111,,E,3.0,3.0,5.0,exceso,0.0,33919.0,169595.0,0.0,1.0
cosmocentro1 34060,100022698,GLIBENCLAMIDA 5 MG 30 TBS GF,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,D,0.0,0.0,1.0,exceso,0.0,15225.33,15225.33,0.0,1.0
cosmocentro1 34060,100023302,SOOLANTRA 0.1% CREMA 30 GR (A)(3%+)(PAE),2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,D,0.0,0.0,2.0,exceso,0.0,145649.67,291299.34,0.0,2.0
cosmocentro1 34060,100024210,LACOTEM 100 MG 28 COMPRIM.(P)153636(SC),1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,D,0.0,0.0,1.0,exceso,0.0,153635.0,153635.0,0.0,1.0
cosmocentro1 34060,100024625,SIMILAC 1 TOTAL COMFORT HMO CJ 1400 GR,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,D,0.0,0.0,1.0,exceso,0.0,260669.0,260669.0,0.0,1.0
cosmocentro1 34060,100025125,EZETIMIBE 10 MG ATORVAST.20 MG 30 TBS MK,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,D,0.0,0.0,2.0,exceso,0.0,114992.0,229984.0,0.0,2.0
cosmocentro1 34060,100026868,MINOXIDIL 2% LOCION 60 MILILITROS GF,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,D,0.0,0.0,1.0,exceso,0.0,25706.0,25706.0,0.0,1.0
cosmocentro1 34060,100026985,GOFEN FORTE 400MG 60 CAP BLANDAS (SAV),6.0,0.0,3.0,4.83,3.83,3.0,3.89,3.42,0.1296,,A,3.0,3.0,6.5,exceso,0.0,37405.8,243137.7,0.0,2.0
cosmocentro1 34060,100027461,NATURPEL CREMA 15 GR ICOM,18.0,0.0,0.0,11.0,14.0,12.0,12.33,13.0,0.4111,,E,7.0,7.0,18.0,exceso,0.0,4852.0,87336.0,0.0,9.0
cosmocentro1 34060,100027671,SIMILAC 3 5HMOS TARRO 1800 GR(PAE),1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,D,0.0,0.0,1.0,exceso,0.0,236426.0,236426.0,0.0,1.0
cosmocentro1 34060,200017616,PRESERVAT.DUREX CLASICO 3 UND,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,D,0.0,0.0,3.0,exceso,0.0,7896.61,23689.83,0.0,3.0
cosmocentro1 34060,200021935,GASA FAST CARE ASEPTICA 1X1 ICOM,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,D,0.0,0.0,2.0,exceso,0.0,1449.5,2899.0,0.0,2.0
cosmocentro1 34060,200023272,REPUESTO MAQ.MACH 3 SENSITIVE 2 UND,4.0,0.0,0.0,1.0,4.0,0.0,1.67,2.0,0.0556,,B,2.0,2.0,4.0,exceso,0.0,21573.0,86292.0,0.0,1.0
cosmocentro1 34060,200034912,ORTOPEDICO RODILLERA CERRADA ADVAN L NTI,3.0,0.0,0.0,2.0,0.0,0.0,0.67,0.0,0.0222,,B,1.0,1.0,3.0,exceso,0.0,30415.0,91245.0,0.0,1.0
cosmocentro1 34060,200038468,TOA.TENA MUJER MINI ALAS 30 UND,4.0,0.0,0.0,3.0,2.0,2.0,2.33,2.0,0.0778,,A,2.0,2.0,4.0,exceso,0.0,26111.0,104444.0,0.0,1.0
cosmocentro1 34060,200038740,JABON INTIMO NOSOTRAS FRESCU.EXTRE.200ML,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,D,0.0,0.0,2.0,exceso,0.0,10588.0,21176.0,0.0,2.0
cosmocentro1 34060,200039171,TOALLITAS HUMEDAS ARRURRU AVENA 20UND,5.0,0.0,0.0,0.0,1.0,3.0,1.33,2.0,0.0444,,B,1.0,1.0,5.0,exceso,0.0,2088.5,10442.5,0.0,3.0
cosmocentro1 34060,200044082,TAMPON NOSOTRAS APLICADOR SUPER 16 UNDS,4.0,0.0,0.0,2.0,1.0,1.0,1.33,1.0,0.0444,,B,1.0,1.0,4.0,exceso,0.0,22146.5,88586.0,0.0,2.0
cosmocentro1 34060,200044794,MEDIA MEDIVARIC ROD O. M BEI ALT COM NTI,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,D,0.0,0.0,1.0,exceso,0.0,48632.0,48632.0,0.0,1.0
cosmocentro1 34060,7702189045720,NATUCHIPS PLATANO VERDE 135 GR,4.0,0.0,0.0,2.0,2.0,5.0,3.0,3.5,0.1,,A,2.0,2.0,4.0,exceso,0.0,4985.0,19940.0,0.0,1.0
cosmocentro1 34060,7702189045720,NATUCHIPS PLATANO VERDE 135 GR,4.0,0.0,0.0,2.0,2.0,5.0,3.0,3.5,0.1,,A,2.0,2.0,4.0,exceso,0.0,4985.0,19940.0,0.0,1.0
cosmocentro1 34060,7703286119758,GEL TERMICO CON ACEITE DE SEMILLA CANNABIS,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,D,0.0,0.0,2.0,exceso,0.0,22689.0,45378.0,0.0,2.0
cosmocentro1 34060,E093,ZIVICAL D 20 TBL LABQUIFAR,10.0,0.0,0.0,2.0,9.0,3.0,4.67,6.0,0.1556,,E,2.0,2.0,10.0,exceso,0.0,6900.0,69000.0,0.0,7.0
cosmocentro1 34060,E337,SERTRANQUIL 50 MG 10 TBL BIOQUIFAR,21.0,0.0,0.0,55.0,9.0,18.0,27.33,13.5,0.9111,,E,15.0,15.0,21.0,exceso,0.0,6200.0,130200.0,0.0,3.0
cosmocentro1 34060,E432,PAÑAL WINNY ULTRATRIM SEC ETAPA 1 POR 30 UND,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,D,0.0,0.0,1.0,exceso,0.0,20490.09,20490.09,0.0,1.0
cosmocentro1 34060,G076,XINPA 100 MG 60 ML  WHESTHER,5.0,0.0,0.0,1.0,3.0,1.0,1.67,2.0,0.0556,,B,2.0,2.0,5.0,exceso,0.0,13100.0,65500.0,0.0,2.0
cosmocentro2 35981,100003931,LORATADINA JARABE 120 ML AG,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,D,0.0,0.0,2.0,exceso,0.0,7695.5,15391.0,0.0,2.0
cosmocentro2 35981,100004494,TEGRETOL RET.400 MG 20TB(P)15920(SC)(SF),5.0,0.0,0.0,2.0,0.0,0.0,0.67,0.0,0.0222,,B,1.0,1.0,5.0,exceso,0.0,14840.0,74200.0,0.0,3.0
cosmocentro2 35981,100015760,MULTIDOL 800 MG 30 CAP.BLANDA GELATINOSA,1.0,0.0,0.0,0.0,0.1,0.2,0.1,0.15,0.0033,,D,0.0,0.0,1.0,exceso,0.0,64285.0,64285.0,0.0,1.0
cosmocentro2 35981,100017651,OLANZAPINA 5 MG 20 TABLETAS SZ(P)43015,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,D,0.0,0.0,1.0,exceso,0.0,37255.0,37255.0,0.0,1.0
cosmocentro2 35981,100017988,MARIMER SOL.HIPERTONICA 100 ML(3%+)(PAE),1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,D,0.0,0.0,1.0,exceso,0.0,85635.0,85635.0,0.0,1.0
cosmocentro2 35981,100020885,TRAMADOL 50 MG 10 CAPSULAS  MP,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,D,0.0,0.0,1.0,exceso,0.0,6447.0,6447.0,0.0,1.0
cosmocentro2 35981,100024744,LENTIDYL 20 MG 4 TABLETAS,6.0,0.0,3.0,3.0,2.0,1.25,2.08,1.62,0.0694,,A,1.0,1.0,6.75,exceso,0.0,9917.0,66939.75,0.0,4.0
cosmocentro2 35981,100025376,TRAMADOL 100MG/2ML 1 AMPOLLA VT,3.0,0.0,0.0,0.0,1.0,0.0,0.33,0.5,0.0111,,L,1.0,1.0,3.0,exceso,0.0,2838.67,8516.01,0.0,1.0
cosmocentro2 35981,100026674,LENZETTO 153MG DOSIS 1 VIAL 8.1ML(PAE),1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,D,0.0,0.0,1.0,exceso,0.0,150578.0,150578.0,0.0,1.0
cosmocentro2 35981,200003332,PARCHE OPTICLUDE NINOS 20 UND,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,D,0.0,0.0,2.0,exceso,0.0,31638.0,63276.0,0.0,2.0
cosmocentro2 35981,200005949,EXTRACTOR DE ESPINILLAS,8.0,0.0,0.0,1.0,0.0,1.0,0.67,0.5,0.0222,,B,1.0,1.0,8.0,exceso,0.0,2641.0,21128.0,0.0,6.0
cosmocentro2 35981,200012377,VASELINA PURA 25 GR PROMEGAN,6.0,0.0,0.0,4.0,0.0,1.0,1.67,0.5,0.0556,,B,2.0,2.0,6.0,exceso,0.0,2014.0,12084.0,0.0,3.0
cosmocentro2 35981,200012453,LUBRIDERM HUMECTACION DIARIA 200 ML,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,D,0.0,0.0,1.0,exceso,0.0,15412.0,15412.0,0.0,1.0
cosmocentro2 35981,200013301,VENDA DE YESO KENNEDY 5X5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,D,0.0,0.0,2.0,exceso,0.0,6778.0,13556.0,0.0,2.0
cosmocentro2 35981,200024977,EUCERIN PH5 ACEITE DE DUCHA 200 ML,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,D,0.0,0.0,1.0,exceso,0.0,63369.0,63369.0,0.0,1.0
cosmocentro2 35981,200027850,FIXOMULL STRETCH 5 CM 5 MTS,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,D,0.0,0.0,1.0,exceso,0.0,39084.0,39084.0,0.0,1.0
cosmocentro2 35981,200035304,REMOVEDOR SOTTILE 65 ML ICOM,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,D,0.0,0.0,1.0,exceso,0.0,2371.0,2371.0,0.0,1.0
cosmocentro2 35981,200035305,VITAMINA E 400 UI 50 UND PAGUE 1 LLEVE 2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,D,0.0,0.0,2.0,exceso,0.0,43317.0,86634.0,0.0,2.0
cosmocentro2 35981,200036181,REMOVEDOR SOTTILE KERATINA 40 ML ICOM,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,D,0.0,0.0,1.0,exceso,0.0,1871.0,1871.0,0.0,1.0
cosmocentro2 35981,200038891,GEL EGO FOR MEN ATTRACTION 240 ML,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,D,0.0,0.0,2.0,exceso,0.0,7213.0,14426.0,0.0,2.0
cosmocentro3 28047,100000400,RIFOCINA SPRAY 20 ML,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4/02/2025,N,0.0,0.0,2.0,exceso,0.0,53269.0,106538.0,0.0,2.0
cosmocentro3 28047,100001221,GYNOFLOR CREMA VAGINAL 40 GR,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,D,0.0,0.0,2.0,exceso,0.0,25757.2,51514.4,0.0,2.0
cosmocentro3 28047,100001719,FLUCONAZOL 200 MG 4 CAPSULAS GF,4.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0333,,B,1.0,1.0,4.0,exceso,0.0,8084.33,32337.32,0.0,2.0
cosmocentro3 28047,100005169,ROXICAINA 2% SIMPLE 20 ML,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,D,0.0,0.0,1.0,exceso,0.0,24230.0,24230.0,0.0,1.0
cosmocentro3 28047,100007913,MICROGYNON 21 TABLETAS (P)6104(SC),3.0,0.0,0.0,0.0,0.0,1.0,0.33,0.5,0.0111,,L,1.0,1.0,3.0,exceso,0.0,6090.0,18270.0,0.0,1.0
cosmocentro3 28047,100008310,LOSARTAN 50 MG 30 TABLETAS LS,9.0,0.0,0.0,1.0,1.0,2.0,1.33,1.5,0.0444,,B,1.0,1.0,9.0,exceso,0.0,19679.0,177111.0,0.0,7.0
cosmocentro3 28047,100010232,VITAMINA C 500 MG 5 ML AMPOLLA RY 10 AMP,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19/11/2024,D,0.0,0.0,1.0,exceso,0.0,57985.0,57985.0,0.0,1.0
cosmocentro3 28047,100010690,PERIACTIN 2 MG/5 ML MENTA CHICLE 180 ML,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,D,0.0,0.0,1.0,exceso,0.0,67160.0,67160.0,0.0,1.0
cosmocentro3 28047,100012170,VALSARTAN 80 MG 14 TABLETAS GF,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,D,0.0,0.0,1.0,exceso,0.0,8942.0,8942.0,0.0,1.0
cosmocentro3 28047,100014005,SOLHIDREX SABOR FRESA 30 SBS,1.0,0.0,26.0,0.0,0.1,0.13,0.08,0.12,0.0026,19/11/2024,D,0.0,0.0,1.87,exceso,0.0,56404.0,105475.48,0.0,1.0
cosmocentro3 28047,100014450,YODOPOVIL BUCOFARINGEO 60 ML ICOM,3.0,0.0,0.0,0.0,1.0,0.0,0.33,0.5,0.0111,,L,1.0,1.0,3.0,exceso,0.0,6053.0,18159.0,0.0,1.0
cosmocentro3 28047,100016337,TOPICTAL 50 MG 28 TABLETAS (P)27524(SC),1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18/11/2024,D,0.0,0.0,1.0,exceso,0.0,27523.0,27523.0,0.0,1.0
cosmocentro3 28047,100016706,NORAVER G CONTRA LA GRIPA 60 CAPSULAS,1.0,0.0,38.0,0.23,0.03,0.03,0.1,0.03,0.0032,,D,0.0,0.0,1.63,exceso,0.0,96382.0,157102.66,0.0,1.0
cosmocentro3 28047,100016932,TRILEPTAL 600 MG 30 TBS (P)41580(SC)(SF),1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19/11/2024,D,0.0,0.0,1.0,exceso,0.0,38760.0,38760.0,0.0,1.0
cosmocentro3 28047,100017181,SUGASTRIN 20 TABLETAS,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,D,0.0,0.0,2.0,exceso,0.0,17501.0,35002.0,0.0,2.0
cosmocentro3 28047,100020011,METASPRAY 18 GR 180 DOSIS (3%+)(PAE),1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,D,0.0,0.0,1.0,exceso,0.0,100869.5,100869.5,0.0,1.0
cosmocentro3 28047,100021590,SINALGEN 5/325 MG 10 TABLETAS(3%+),1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,D,0.0,0.0,1.0,exceso,0.0,60206.5,60206.5,0.0,1.0
cosmocentro3 28047,100021855,NEUREXAN GOTAS 30 ML,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,D,0.0,0.0,1.0,exceso,0.0,68125.0,68125.0,0.0,1.0
cosmocentro3 28047,100022863,HONGODERM 250 MG 30 TABLETAS,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19/11/2024,D,0.0,0.0,1.0,exceso,0.0,48185.0,48185.0,0.0,1.0
cosmocentro3 28047,100024668,SIMILAC 1 TOTAL COMFORT  HMO 360 GR,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,D,0.0,0.0,1.0,exceso,0.0,86747.0,86747.0,0.0,1.0
cosmocentro3 28047,100026355,TOBRAMICINA OPHARM 0.3 SOL OFT 5ML,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16/11/2024,D,0.0,0.0,1.0,exceso,0.0,14820.0,14820.0,0.0,1.0
cosmocentro3 28047,100026458,SPIRULINA 400 MG 90 SOFTGELS,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15/11/2024,D,0.0,0.0,1.0,exceso,0.0,28717.0,28717.0,0.0,1.0
cosmocentro3 28047,100027171,GLICOLUB ULTRA 10 ML MK,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14/11/2024,D,0.0,0.0,1.0,exceso,0.0,41258.0,41258.0,0.0,1.0
cosmocentro3 28047,100028034,LACTEOL FORT 170 MG 12 CAPSULAS,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,D,0.0,0.0,1.0,exceso,0.0,55346.0,55346.0,0.0,1.0
cosmocentro3 28047,200000137,PASTAS ONIX PARA EL CABELLO,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,D,0.0,0.0,1.0,exceso,0.0,1980.0,1980.0,0.0,1.0
cosmocentro3 28047,200006170,PILA ENERGIZER MAX ALKALINA AA 2 UND,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,D,0.0,0.0,3.0,exceso,0.0,3835.8,11507.4,0.0,3.0
cosmocentro3 28047,200025547,SONDA NELATON  #14 UNIDAD INVERFARMA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,D,0.0,0.0,1.0,exceso,0.0,1294.5,1294.5,0.0,1.0
cosmocentro3 28047,200030264,PALETTE CREM D.TUBO 7-1 RUB.MEDIO CENIZO,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14/01/2025,N,0.0,0.0,2.0,exceso,0.0,21208.0,42416.0,0.0,2.0
