Grupo,Cod Producto,Nombre,Inventario Caja,Inventario Blister,Costo Unidad,Costo Blister,Costo Caja,% Iva,Inventario Unidad,Costo Total,Costo Total Iva,Venta Total
LABORATORIO FRANCO COLOMB,100013779,POSTDAY 1.5 MG 1 TABLETA(P)17415(SC)(SF),3.0,0.0,0.0,0.0,5500.0,0.0,0.0,16500.0,0.0,51300
LABORATORIO FRANCO COLOMB,100013780,SINOVUL 21 TABLETAS(P)6104(SC),1.0,0.0,0.0,0.0,5073.5,0.0,0.0,5073.5,0.0,6700
PROCAPS S.A.,100013829,BETADUO 2 ML JER.PRELLENADA (3%+)(PAE),1.0,0.0,0.0,0.0,89404.0,0.0,0.0,89404.0,0.0,97400
OPELLA HEALTHCARE COLOMBI,100013901,BUSCAPINA FEM 90 TABLETAS (A),0.0,11.0,0.0,8205.96,0.0,0.0,0.0,90265.56,0.0,117700
LABORATORIO FRANCO COLOMB,100013904,YAXIBELLE 28 TBS (P)26910(SC)(SF),3.0,0.0,0.0,0.0,24346.67,0.0,0.0,73040.01,0.0,79500
PROCAPS S.A.,100013938,ISOTRETINOINA 10 MG 30 CAPSULAS PC(3%+),1.0,0.0,0.0,0.0,102758.0,0.0,0.0,102758.0,0.0,106900
LABORATORIOS LA SANTE S.A,100013992,VALSARTAN 80 MG 14 TABLETAS LS,3.0,0.0,0.0,0.0,8184.0,0.0,0.0,24552.0,0.0,33600
LABORATORIOS LA SANTE S.A,100013993,VALSARTAN 160 MG 14 TABLETAS LS,2.0,0.0,0.0,0.0,15596.0,0.0,0.0,31192.0,0.0,42600
LAB. INTERNACIONAL DE COL,100014004,SOLHIDREX SABOR UVA 30 SBS,1.0,0.0,0.0,0.0,50764.0,0.0,0.0,50764.0,0.0,65500
LAB. INTERNACIONAL DE COL,100014005,SOLHIDREX SABOR FRESA 30 SBS,1.0,0.0,1692.13,0.0,50764.0,0.0,2.0,54148.26,0.0,65300
LAB. INTERNACIONAL DE COL,100014006,SOLHIDREX SABOR CEREZA 30 SBS,1.0,0.0,0.0,0.0,56404.0,0.0,0.0,56404.0,0.0,65000
GLAXO SMITHKLINE COLOMBIA,100014012,AVODART 0.5MG 30CAP(3%+)(P)65460(SC)(SF),1.0,0.0,0.0,0.0,59335.0,0.0,0.0,59335.0,0.0,66400
OPELLA HEALTHCARE COLOMBI,100014078,DULCOLAX 20 CAPSULAS,5.0,0.0,0.0,0.0,18712.36,0.0,0.0,93561.8,0.0,160500
GLAXO SMITHKLINE COLOMBIA,100014125,DERMOVATE CREMA 30 GR,1.0,0.0,0.0,0.0,58947.0,0.0,0.0,58947.0,0.0,62400
LABORATORIO FRANCO COLOMB,100014127,PRIVATOS JARABE 120 ML,1.0,0.0,0.0,0.0,22777.0,0.0,0.0,22777.0,0.0,28900
MERCK S.A.,100014142,EUTIROX 25 MCG 50 TBS,1.0,0.0,0.0,0.0,47818.0,0.0,0.0,47818.0,0.0,50600
LABORATORIOS ECAR S.A.,100014147,PAROXETINA 20 MG 30 TABLETAS EC,1.0,0.0,0.0,0.0,49410.0,0.0,0.0,49410.0,0.0,52500
HUMAX PHARMACEUTICAL,100014166,LEVOMEPROMAZINA 4% GOTAS 20 ML HP,2.0,0.0,0.0,0.0,23314.0,0.0,0.0,46628.0,0.0,116200
HUMAX PHARMACEUTICAL,100014167,LEVOMEPROMAZINA 25 MG 20 TABLETAS HP,1.0,0.0,0.0,0.0,21421.5,0.0,0.0,21421.5,0.0,29300
HALEON COLOMBIA S.A.S.,100014191,VOLTAREN EMULGEL TUBO 100 GR,1.0,0.0,0.0,0.0,79697.0,0.0,0.0,79697.0,0.0,89400
LAB. INTERNACIONAL DE COL,100014200,ERASSIN 50 MG 2 TABLETAS,3.0,0.0,0.0,0.0,9100.0,0.0,0.0,27300.0,0.0,64500
PROCAPS S.A.,100014211,LEVOTIROXINA 100 MCG 30 TABLETAS PC,1.0,0.0,0.0,0.0,12598.0,0.0,0.0,12598.0,0.0,19000
PROCAPS S.A.,100014213,LEVOTIROXINA 50 MCG 30 TABLETAS PC,1.0,0.0,0.0,0.0,10382.0,0.0,0.0,10382.0,0.0,14500
EUROFARMA COLOMBIA S.A.S,100014222,GELPIN FAST SILDENAFIL 50 MG 2 CAPS,1.0,0.0,0.0,0.0,6017.0,0.0,0.0,6017.0,0.0,19900
GLAXO SMITHKLINE COLOMBIA,100014240,AVAMYS SPRAY NAS.120 DO.(P)29469(SC)(SF),1.0,0.0,0.0,0.0,27541.0,0.0,0.0,27541.0,0.0,31600
EUROETIKA LTDA,100014349,FITOSTIMOLINE CREMA 60 GR (A)(3%+)(PAE),1.0,0.0,0.0,0.0,117771.0,0.0,0.0,117771.0,0.0,124800
LABORATORIOS ECAR S.A.,100014368,CLORFENIRAMINA 4 MG 20 TABLETAS EC,3.0,0.0,0.0,0.0,3558.0,0.0,0.0,10674.0,0.0,12900
HUMAX PHARMACEUTICAL,100014385,TERBINAFINA 250 MG 14 TABLETAS HP,1.0,0.0,0.0,0.0,47869.0,0.0,0.0,47869.0,0.0,51300
ICOM,100014446,LOSTIN 20 MG 20 TBS ICOM,1.0,0.0,0.0,0.0,8494.0,0.0,0.0,8494.0,0.0,18100
ICOM,100014448,BETAMINA 0.1% CREMA 20 GR ICOM,3.0,0.0,0.0,0.0,9306.1,0.0,0.0,27918.3,0.0,96300
ICOM,100014449,YODOPOVIL ESPUMA 60 ML ICOM,7.0,0.0,0.0,0.0,6471.0,0.0,0.0,45297.0,0.0,88200
ICOM,100014450,YODOPOVIL BUCOFARINGEO 60 ML ICOM,1.0,0.0,0.0,0.0,6053.0,0.0,0.0,6053.0,0.0,12100
ICOM,100014451,YODOPOVIL SOLUCION 60 ML ICOM,6.0,0.0,0.0,0.0,6471.0,0.0,0.0,38826.0,0.0,72000
ICOM,100014452,AGUA OXIGENADA 120 ML ICOM,4.0,0.0,0.0,0.0,2148.12,0.0,0.0,8592.48,0.0,21200
ESPECIALIDADES OFTALMOLOG,100014453,DORTIM GTS OFTALMICAS 6 ML (3%+),1.0,0.0,0.0,0.0,67359.0,0.0,0.0,67359.0,0.0,74900
TECNOQUIMICAS S.A.,100014469,IBUFLASH FORTE 400 MG 24 CAPSULAS,1.0,0.0,0.0,0.0,31096.0,0.0,0.0,31096.0,0.0,36000
LAB.SOPHIA DE COLOMBIA LT,100014510,NAZIL OFTENO 15 ML,3.0,0.0,0.0,0.0,14979.0,0.0,0.0,44937.0,0.0,61200
EUROETIKA LTDA,100014540,FITOSTIMOLINE GEL 32 GR (3%+)(PAE),1.0,0.0,0.0,0.0,83757.5,0.0,0.0,83757.5,0.0,89000
LABORATORIO FRANCO COLOMB,100014556,DICLOFENACO RETARD 100 MG 20 CAPSULAS AG,5.0,0.0,0.0,0.0,9639.0,0.0,0.0,48195.0,0.0,74000
CORPORACION DE FOMENTO AS,100014609,AGUA DESTILADA CORPAUL 500 ML,2.0,0.0,0.0,0.0,3601.15,0.0,0.0,7202.3,0.0,9600
LABORATORIO FRANCO COLOMB,100014704,FEMELLE 20 CD 28 TBS (P)26910(SC)(SF),4.0,0.0,0.0,0.0,21702.25,0.0,0.0,86809.0,0.0,105600
MEMPHIS PRODUCTS,100014732,LOSARTAN 50 MG 30 TBS MP,2.0,0.0,0.0,0.0,5646.33,0.0,0.0,11292.66,0.0,13600
MEMPHIS PRODUCTS,100014748,ALOPURINOL 100 MG 30 TBS MP,2.0,0.0,0.0,0.0,12544.5,0.0,0.0,25089.0,0.0,30600
MEMPHIS PRODUCTS,100014749,ALOPURINOL 300 MG 30 TBS MP,2.0,0.0,0.0,0.0,10379.0,0.0,0.0,20758.0,0.0,31800
TECNOQUIMICAS S.A.,100014764,BONFIEST LUA PLUS 32 SBS,2.0,0.0,3418.53,0.0,109393.0,0.0,16.0,273482.48,0.0,292600
ORGANON COLOMBIA S.A.S,100014784,ARCOXIA 120 MG 7 TABLETAS (3%+),1.0,0.0,0.0,0.0,73360.0,0.0,0.0,73360.0,0.0,78400
LABORATORIOS BUSSIE S.A.,100014808,CEFTRIAXONA 1 GR 10 AMPOLLA RC,0.0,0.0,5543.3,0.0,0.0,0.0,3.0,16629.9,0.0,37200
LABORATORIOS BUSSIE S.A.,100014815,CELECOXIB 200 MG 10 CAPSULAS RC (P)16120,3.0,0.0,0.0,0.0,9308.0,0.0,0.0,27924.0,0.0,32700
LABORATORIOS BUSSIE S.A.,100014822,HIOSCINA N-BUTIL BROMURO 10 MG 20 TBS RC,2.0,0.0,0.0,0.0,6424.0,0.0,0.0,12848.0,0.0,31200
LABORATORIOS BUSSIE S.A.,100014833,TRAZODONA 50 MG 50 TABLETAS RC,1.0,3.0,0.0,1959.4,9797.0,0.0,0.0,15675.2,0.0,30100
FUNDACION LABORATORIO DE,100014841,PASSIFLORA SOLUCION ORAL 60 ML,1.0,0.0,0.0,0.0,14338.0,0.0,0.0,14338.0,0.0,18900
LAPROFF,100014880,IOFI FRASCO 30 TABLETAS,1.0,0.0,0.0,0.0,49681.0,0.0,0.0,49681.0,0.0,56700
LABORATORIOS LA SANTE S.A,100014892,CEFADROXILO 500 MG 12 CAPSULAS LS,2.0,0.0,0.0,0.0,47726.0,0.0,0.0,95452.0,0.0,131000
BOEHRINGER INGELHEIM,100014901,MICARDIS 40 MG 28 COMP.(P)14605(SC)(SF),1.0,0.0,0.0,0.0,13497.0,0.0,0.0,13497.0,0.0,17800
BAYER S.A.,100014914,XARELTO 10MG 10 CO.(P)78650(SC)(SF)(PDB),1.0,0.0,0.0,0.0,40684.0,0.0,0.0,40684.0,0.0,78400
ICOM,100014946,COLIDETOL 200 MG 2 TBS ICOM,4.0,0.0,0.0,0.0,3040.42,0.0,0.0,12161.68,0.0,56000
LAB. NATURAL FRESHLY INFA,100014962,ESENCIA FLORAL BON RESCATE 25 ML,2.0,0.0,0.0,0.0,12449.0,0.0,0.0,24898.0,0.0,36000
ABBVIE S.A.S.,100015040,REFRESH TEARS GOTAS LUBRICANTES 10 ML (T,1.0,0.0,0.0,0.0,24039.33,0.0,0.0,24039.33,0.0,38400
ICOM,100015063,BACIPREX 500 MG 50 CAP ICOM,3.0,1.0,0.0,6996.35,34981.75,0.0,0.0,111941.6,0.0,343700
GALDERMA DE COLOMBIA S.A.,100015080,CETAPHIL LOCION LIMPIADORA 237 ML,1.0,0.0,0.0,0.0,56937.0,0.19,0.0,67755.03,10818.03,73500
ICOM,100015111,MEPROGAL 15 MG 10 TBS ICOM,3.0,0.0,0.0,0.0,9383.64,0.0,0.0,28150.92,0.0,117000
INVERFARMA SAS,100015182,KIT NEBULIZACION ADULTO INVERFARMA,1.0,0.0,0.0,0.0,10323.0,0.19,0.0,12284.37,1961.37,15700
LABORATORIO FRANCO COLOMB,100015290,ESOMEPRAZOL 20 MG 14 TABLETAS AG,6.0,0.0,0.0,0.0,12460.89,0.0,0.0,74765.34,0.0,281400
LABORATORIOS ECAR S.A.,100015300,CETIRIZINA 10 MG 10 TABLETAS EC,1.0,0.0,0.0,0.0,3908.0,0.0,0.0,3908.0,0.0,5000
LABORATORIOS RICHMOND,100015322,TRIMEBUTINA 200 MG 20 TABLETAS EX,2.0,0.0,0.0,0.0,14193.0,0.0,0.0,28386.0,0.0,34400
LABORATORIOS RICHMOND,100015331,LOSARTAN 50 MG 30 TABLETAS EX,12.0,0.0,0.0,0.0,6623.0,0.0,0.0,79476.0,0.0,148800
LABORATORIO FRANCO COLOMB,100015373,BELLAFACE 21 TBS (P)15279(SC)(SF),5.0,0.0,0.0,0.0,12924.05,0.0,0.0,64620.25,0.0,77500
EUROETIKA LTDA,100015384,FITOSTIMOLINE GEL 15 GR,2.0,0.0,0.0,0.0,53231.0,0.0,0.0,106462.0,0.0,114600
PROCAPS S.A.,100015401,CLENOX 60 MG 1 J/PRELLE.(P)19597(SC)(SF),1.0,0.0,0.0,0.0,19500.0,0.0,0.0,19500.0,0.0,31500
TECNOQUIMICAS S.A.,100015465,ACICLOVIR 800 MG 10 TABLETAS MK,1.0,0.0,0.0,0.0,20583.0,0.0,0.0,20583.0,0.0,25700
LAB. INTERNACIONAL DE COL,100015503,LAXIUM 5 MG 100 TABLETAS,1.0,0.0,2572.2,0.0,25722.0,0.0,8.0,46299.6,0.0,72300
NOVAMED S.A.,100015535,FLEXTRIL C MSM 1500MG 15SBS(A)(PAE)(PDB),1.0,0.0,0.0,0.0,175511.0,0.0,0.0,175511.0,0.0,177800
LAB.SIEGFRIED S.A,100015547,GALVUS MET 50/1000 MG 28 COMP.(P)71960,1.0,0.0,0.0,0.0,52518.0,0.0,0.0,52518.0,0.0,54000
NOVADERMA S.A.,100015640,SUNAID PLUS SPF 50 100 GR,1.0,0.0,0.0,0.0,113580.5,0.19,0.0,135160.8,21580.3,144700
OPELLA HEALTHCARE COLOMBI,100015676,ALLEGRA PEDIATRICO 150 ML (3%+)(PAE),1.0,0.0,0.0,0.0,84191.0,0.0,0.0,84191.0,0.0,86400
ICOM,100015683,CLORITIMICOTIN 1% CREMA.VAG 40 GR ICOM,2.0,0.0,0.0,0.0,9845.89,0.0,0.0,19691.78,0.0,52800
ICOM,100015685,NIDAZ 500 MG 4 TBS ICOM,5.0,0.0,0.0,0.0,10492.25,0.0,0.0,52461.25,0.0,155000
ICOM,100015686,DOLIVIUM 100MG/5ML SUSP. 120 ML ICOM,3.0,0.0,0.0,0.0,4977.0,0.0,0.0,14931.0,0.0,64800
ICOM,100015687,COLIDETOL SUS. 400 MG 20 ML ICOM,2.0,0.0,0.0,0.0,4868.88,0.0,0.0,9737.76,0.0,24600
ICOM,100015688,MEPROGAL 7.5 MG 10 TBS ICOM,2.0,0.0,0.0,0.0,6610.4,0.0,0.0,13220.8,0.0,66000
TECNOQUIMICAS S.A.,100015702,BETAMETASONA 0.1% CREMA 20 GR MK,1.0,0.0,0.0,0.0,9521.0,0.0,0.0,9521.0,0.0,12200
LABORATORIOS CHALVER DE C,100015760,MULTIDOL 800 MG 30 CAP.BLANDA GELATINOSA,1.0,0.0,0.0,0.0,61569.5,0.0,0.0,61569.5,0.0,69800
LAB. BAGO DE COLOMBIA LTD,100015792,DRILYNA 5 MG 10 CAPSULAS,1.0,0.0,0.0,0.0,53302.0,0.0,0.0,53302.0,0.0,68900
QUIBI S.A. EN REESTRUCTUR,100015798,SUERO VENOVIT 5% A/D 500 ML BOLSA,1.0,0.0,0.0,0.0,21339.0,0.0,0.0,21339.0,0.0,26400
MEGALABS COLOMBIA SAS,100015799,ZUDENINA PLUS GEL 30 GR(A)(3%+)(PAE),1.0,0.0,0.0,0.0,135187.0,0.0,0.0,135187.0,0.0,144700
TECNOQUIMICAS S.A.,100015829,QUETIAPINA 25 MG 30 TBS MK (P)16793,3.0,0.0,0.0,0.0,13758.67,0.0,0.0,41276.01,0.0,43800
QUIFARMA SA,100015845,ACIDO RETINOICO LOCION 60 ML Q,1.0,0.0,0.0,0.0,18832.0,0.0,0.0,18832.0,0.0,25400
QUIFARMA SA,100015846,ACIDO RETINOICO CREMA 30 GR Q,1.0,0.0,0.0,0.0,22231.75,0.0,0.0,22231.75,0.0,28200
HALEON COLOMBIA S.A.S.,100016097,ADVIL MAX 10 CAPSULAS,4.0,0.0,0.0,0.0,18808.8,0.0,0.0,75235.2,0.0,85200
PROCAPS S.A.,100016119,CITRAGEL 1500 MG/200 UI 30 TBS RECUBIER.,1.0,0.0,0.0,0.0,59502.0,0.0,0.0,59502.0,0.0,72600
ICOM,100016152,CALCAD OMEGA 369 NAT.EVOLUTI 400 GR ICOM,2.0,0.0,0.0,0.0,21409.0,0.0,0.0,42818.0,0.0,74000
LAB.SIEGFRIED S.A,100016165,NOXPIRIN PLUS 12 CAPSULAS,1.0,0.0,0.0,0.0,15201.0,0.0,0.0,15201.0,0.0,15500
LAB.SOPHIA DE COLOMBIA LT,100016174,SPLASHTEARS 15 ML,2.0,0.0,0.0,0.0,12127.75,0.0,0.0,24255.5,0.0,60400
LAB.SOPHIA DE COLOMBIA LT,100016175,HUMYLUB OFTENO 15 ML,2.0,0.0,0.0,0.0,26198.33,0.0,0.0,52396.66,0.0,114800
HALEON COLOMBIA S.A.S.,100016190,ADVIL CHILDREN SUSPENSION 100 ML,3.0,0.0,0.0,0.0,31119.67,0.0,0.0,93359.01,0.0,102600
ICOM,100016197,CERITAMIN 10 MG/ML GOTAS 15 ML ICOM,1.0,0.0,0.0,0.0,11876.0,0.0,0.0,11876.0,0.0,38000
ICOM,100016198,CERITAMIN 5 MG/5 ML JBE 60 ML ICOM,1.0,0.0,0.0,0.0,10061.0,0.0,0.0,10061.0,0.0,35000
ICOM,100016202,COFINIL 4 MG NINOS JBE 120ML ICOM,1.0,0.0,0.0,0.0,6811.67,0.0,0.0,6811.67,0.0,22700
ICOM,100016203,COFINIL 8 MG ADULTO JBE 120ML ICOM,2.0,0.0,0.0,0.0,8870.0,0.0,0.0,17740.0,0.0,45200
LABORATORIOS LA SANTE S.A,100016216,NITAZOXANIDA 500 MG 6 TABLETAS LS,1.0,0.0,0.0,0.0,25543.0,0.0,0.0,25543.0,0.0,30800
LABORATORIOS LA SANTE S.A,100016223,IRBESARTAN 150 MG 30 TABLETAS LS(P)22365,2.0,0.0,0.0,0.0,16677.0,0.0,0.0,33354.0,0.0,42800
ICOM,100016244,CLORITIMICOTIN CREMA TOPICA 40 GR ICOM,4.0,0.0,0.0,0.0,8392.0,0.0,0.0,33568.0,0.0,84800
LABORATORIOS BUSSIE S.A.,100016254,BISACODILO 5 MG 100 TABLETAS RC,0.0,9.0,0.0,1912.8,0.0,0.0,0.0,17215.2,0.0,28800
QUIBI S.A. EN REESTRUCTUR,100016255,ENEMATROL FOSFATO 133 ML,2.0,0.0,0.0,0.0,16649.0,0.0,0.0,33298.0,0.0,36200
QUIBI S.A. EN REESTRUCTUR,100016256,ENEMATROL SALINO 1000 ML,1.0,0.0,0.0,0.0,30533.0,0.0,0.0,30533.0,0.0,34500
C I BIOFLUIDOS  FARMA S.,100016258,SUERO FISIOLOGICO QUIBI BOLSA 250 ML,1.0,0.0,0.0,0.0,3162.0,0.0,0.0,3162.0,0.0,4700
MEGALABS COLOMBIA SAS,100016270,ATERGIT 05 % SOLUCION OFTALMICA 5 ML,1.0,0.0,0.0,0.0,98926.0,0.0,0.0,98926.0,0.0,101500
LABORATORIO FRANCO COLOMB,100016280,SEVEDOL 60 TABLETAS,0.0,18.0,0.0,2850.57,0.0,0.0,0.0,51310.26,0.0,55800
BAYER S.A.,100016320,ASPIRINA 100 MG 140 TBS,1.0,0.0,15466.1,0.0,77330.5,0.0,4.0,139194.9,0.0,163000
ADIUM S.A.S.,100016338,TOPICTAL 25 MG 28 TABLETAS (P)13762(SC),1.0,0.0,0.0,0.0,13626.0,0.0,0.0,13626.0,0.0,17100
HALEON COLOMBIA S.A.S.,100016340,DOLEX JARABE NINOS 120 ML 7+,2.0,0.0,0.0,0.0,22435.5,0.0,0.0,44871.0,0.0,51200
TECNOQUIMICAS S.A.,100016352,ISOKLON 3 MG 14 TABLETAS (3%+)(PAE),1.0,0.0,0.0,0.0,110040.0,0.0,0.0,110040.0,0.0,116700
TECNOQUIMICAS S.A.,100016353,FIXAMICIN DEXACIPRO GOTAS 7.5 ML (3%+),1.0,0.0,0.0,0.0,99998.0,0.0,0.0,99998.0,0.0,103200
GLAXO SMITHKLINE COLOMBIA,100016367,CLAVULIN 500 MG 14 TABLETAS (3%+),1.0,0.0,0.0,0.0,85512.0,0.0,0.0,85512.0,0.0,93400
TECNOQUIMICAS S.A.,100016401,GLUCOSAMINA CONDROHITINA 15 SBS MK,1.0,0.0,0.0,0.0,62881.5,0.0,0.0,62881.5,0.0,76600
TECNOQUIMICAS S.A.,100016403,CETIRIZINA 10 MG 10 TABLETAS MK,2.0,0.0,0.0,0.0,7826.0,0.0,0.0,15652.0,0.0,16200
GALDERMA DE COLOMBIA S.A.,100016503,CETAPHIL EMULSION HIDRATANTE 473(PAE),1.0,0.0,0.0,0.0,88107.0,0.19,0.0,104847.33,16740.33,129400
HALEON COLOMBIA S.A.S.,100016559,ADVIL ULTRA 72 CAPSULAS,0.0,17.0,0.0,7522.28,0.0,0.0,0.0,127878.76,0.0,137700
HALEON COLOMBIA S.A.S.,100016561,ADVIL ULTRA 10 CAPSULAS,2.0,0.0,0.0,0.0,18756.74,0.0,0.0,37513.48,0.0,43400
OPELLA HEALTHCARE COLOMBI,100016576,ALLEGRA D 60 MG/25 MG 10 TBS (3%+)(PAE),1.0,0.0,0.0,0.0,105116.0,0.0,0.0,105116.0,0.0,111900
GLAXO SMITHKLINE COLOMBIA,100016590,CLAVULIN 1 GR 14 TABLETAS (3%+)(A)(PAE),2.0,0.0,0.0,0.0,97520.0,0.0,0.0,195040.0,0.0,217200
INVERFARMA SAS,100016635,CATETER 24 GR INTRAVENOSO INVERFARMA,2.0,0.0,0.0,0.0,2981.0,0.0,0.0,5962.0,0.0,7600
INVERFARMA SAS,100016637,CATETER 20 GR INTRAVENOSO INVERFARMA,1.0,0.0,0.0,0.0,2981.0,0.0,0.0,2981.0,0.0,7700
INVERFARMA SAS,100016638,CATETER 18 GR INTRAVENOSO INVERFARMA,1.0,0.0,0.0,0.0,2981.0,0.0,0.0,2981.0,0.0,3600
JOHNSON  JOHNSON DE COLO,100016646,SINUTAB PLUS 12 TABLETAS,2.0,0.0,0.0,0.0,17235.5,0.0,0.0,34471.0,0.0,35600
LABORATORIO SAN JORGE S.A,100016652,ALMIPRO UNGUENTO 125 GR,1.0,0.0,0.0,0.0,30994.0,0.0,0.0,30994.0,0.0,38800
ALCON DE COLOMBIA S.A,100016685,SYSTANE ULTRA 10 MILILITROS,2.0,0.0,0.0,0.0,52385.0,0.0,0.0,104770.0,0.0,107400
LAB.SIEGFRIED S.A,100016742,NOXPIRIN SINUS 12 TBS,2.0,0.0,0.0,0.0,12382.0,0.0,0.0,24764.0,0.0,29600
LAB.SIEGFRIED S.A,100016744,NOXPIRIN JUNIOR F JARABE  60 ML,1.0,0.0,0.0,0.0,8103.0,0.0,0.0,8103.0,0.0,11100
MERCK S.A.,100016745,EUTIROX 88 MCG 50 TBS (3%+),1.0,0.0,0.0,0.0,60325.0,0.0,0.0,60325.0,0.0,64500
HUMAX PHARMACEUTICAL,100016796,SULZINC 120 ML,1.0,0.0,0.0,0.0,13671.0,0.0,0.0,13671.0,0.0,25000
HUMAX PHARMACEUTICAL,100016797,ZOPICLONA 7.5 MG 20 TABLETAS HP,2.0,0.0,0.0,0.0,15233.5,0.0,0.0,30467.0,0.0,36200
EUROFARMA COLOMBIA S.A.S,100016846,VIREX COVER LIPS CREMA 5% TUBO 10 GR,1.0,0.0,0.0,0.0,34286.0,0.0,0.0,34286.0,0.0,23400
LABORATORIOS ARMOFAR LIMI,100016853,QUIMAR INYECTABLE 6 AMPOLLAS,2.0,0.0,2683.35,0.0,16100.1,0.0,2.0,37566.9,0.0,196200
LABORATORIOS ARMOFAR LIMI,100016854,QUIMORAL 800 MG 20 TABLETAS,6.0,0.0,0.0,0.0,13125.42,0.0,0.0,78752.52,0.0,86400
QUIMICA PATRIC LTDA,100016858,MEMBITROL 1 GRAMO 4 TABLETAS,1.0,0.0,0.0,0.0,4783.0,0.0,0.0,4783.0,0.0,10000
QUIMICA PATRIC LTDA,100016860,PLURIGRAM 500 MG 10 TABLETAS,2.0,0.0,0.0,0.0,8517.0,0.0,0.0,17034.0,0.0,43400
BAYER S.A.,100016873,QLAIRA 28 TBS (P)32454(SC)(SF)(PDB),3.0,0.0,0.0,0.0,28778.44,0.0,0.0,86335.32,0.0,101100
GENFAR S.A.,100016911,CARVEDILOL 6.25 MG 30 TABLETAS GF(P)8918,2.0,0.0,0.0,0.0,7717.5,0.0,0.0,15435.0,0.0,21200
NOVARTIS DE COLOMBIA S.A.,100016932,TRILEPTAL 600 MG 30 TBS (P)41580(SC)(SF),3.0,0.0,0.0,0.0,38760.0,0.0,0.0,116280.0,0.0,130200
TECNOQUIMICAS S.A.,100016942,NORAVER NARANJA MIEL 96 PASTILLAS (A),1.0,1.0,0.0,10135.88,162174.0,0.0,0.0,172309.88,0.0,194400
LAB.SIEGFRIED S.A,100016982,GIRALMET VITAMINA D 2000 UI 100 TBS,1.0,0.0,0.0,0.0,67472.0,0.19,0.0,80291.68,12819.68,98900
TECNOQUIMICAS S.A.,100016987,ACIDO FUSIDICO CREMA 15 GR MK,2.0,0.0,0.0,0.0,13519.5,0.0,0.0,27039.0,0.0,29000
TECNOQUIMICAS S.A.,100016988,HIDROCORTISONA 1% CREMA 15 GR MK,1.0,0.0,0.0,0.0,5335.0,0.0,0.0,5335.0,0.0,5700
TECNOQUIMICAS S.A.,100016990,RISPERIDONA 2 MG 20 TBS MK(P)18089,1.0,0.0,0.0,0.0,17494.0,0.0,0.0,17494.0,0.0,18600
TECNOQUIMICAS S.A.,100016991,RISPERIDONA 1 MG 20 TABLETAS MK (P)9045,2.0,0.0,0.0,0.0,7892.5,0.0,0.0,15785.0,0.0,19800
NOVAMED S.A.,100017050,DESLODEX D 60 MILILITROS JBE (3%+)(PAE),1.0,0.0,0.0,0.0,71862.0,0.0,0.0,71862.0,0.0,84300
LAB. INTERNACIONAL DE COL,100017066,TAXANIDA 500 MILIGRAMOS 6 TABLETAS,1.0,0.0,0.0,0.0,13569.0,0.0,0.0,13569.0,0.0,42900
ICOM,100017075,HIDRASOL 45 UVA 500 ML ICOM,5.0,0.0,0.0,0.0,3765.0,0.0,0.0,18825.0,0.0,43000
ICOM,100017076,HIDRASOL 45 CEREZA 500 ML ICOM,2.0,0.0,0.0,0.0,5069.0,0.0,0.0,10138.0,0.0,18000
ICOM,100017077,HIDRASOL 45 COCO 500 ML ICOM,1.0,0.0,0.0,0.0,5069.0,0.0,0.0,5069.0,0.0,8600
GENFAR S.A.,100017129,PREDNISOLONA 5 MG 30 TABLETAS GF,1.0,0.0,0.0,0.0,12109.0,0.0,0.0,12109.0,0.0,18900
LAB.SIEGFRIED S.A,100017142,RIFAPEN SPRAY 1% 20 ML,2.0,0.0,0.0,0.0,26500.5,0.0,0.0,53001.0,0.0,117800
INVERFARMA SAS,100017144,CATETER 16 GR INTRAVENOSO INVERFARMA,2.0,0.0,0.0,0.0,2981.0,0.0,0.0,5962.0,0.0,7200
BAYER S.A.,100017192,GYNOCANESTEN CREMA VAGINAL 20 GR,2.0,0.0,0.0,0.0,29714.69,0.0,0.0,59429.38,0.0,84800
LABORATORIO FRANCO COLOMB,100017206,MONTELUKAST 10 MG 10 TABLETAS AG,1.0,0.0,0.0,0.0,21468.0,0.0,0.0,21468.0,0.0,23900
GENFAR S.A.,100017215,QUETIAPINA 25 MG 30 TBS GF (P)16793,1.0,0.0,0.0,0.0,11135.0,0.0,0.0,11135.0,0.0,14300
LABORATORIO FRANCO COLOMB,100017216,VAGICORT CREMA VAGINAL 20 GR (3%+)(PAE),1.0,0.0,0.0,0.0,71498.5,0.0,0.0,71498.5,0.0,86500
ICOM,100017257,COMPLEJO B NAT. EVOL 50 CAP.BLAN ICOM,2.0,0.0,0.0,0.0,14425.0,0.0,0.0,28850.0,0.0,51400
LAB. BEST S.A.,100017278,DELIFON 5 MILIGRAMOS 20 TABLETAS,2.0,0.0,0.0,0.0,3369.5,0.0,0.0,6739.0,0.0,16000
LAB. BEST S.A.,100017287,COBORAL Z SUSPENSION FRAMBUESA 221 GR,1.0,0.0,0.0,0.0,20320.0,0.19,0.0,24180.8,3860.8,42400
LABORATORIO FRANCO COLOMB,100017320,ESTEINE 3.5 MILIGR 6 OVULOS (3%+)(PAE),1.0,0.0,0.0,0.0,74355.25,0.0,0.0,74355.25,0.0,94000
ICOM,100017350,UCEPRAZOL 30 MG 7 CAP ICOM,1.0,0.0,0.0,0.0,5863.0,0.0,0.0,5863.0,0.0,23500
