codigo,NombreProducto,Fabricante
100015172,OLODINA SOLUCION OFTAL 5 ML(A)(3%+)(PAE),ESPECIALIDADES OFTALMOLOG
100015262,KENALER R SOL. OFTAL. 5 ML(3%+)(PAE),ESPECIALIDADES OFTALMOLOG
100016970,OPTICAM GOTAS 5 MILILITROS(3%+),ESPECIALIDADES OFTALMOLOG
100019006,FLU-SURE GOTAS 5 ML,ESPECIALIDADES OFTALMOLOG
100019302,HIALTEARS GOTAS 10 ML,ESPECIALIDADES OFTALMOLOG
100019303,HIALTEARS GOTAS 5 ML,ESPECIALIDADES OFTALMOLOG
100019466,SPRAINER FCO 80 ML 120 APLICACIONES(3%+),ESPECIALIDADES OFTALMOLOG
100019772,MULTIAREDS 300 ML,ESPECIALIDADES OFTALMOLOG
100020281,FLU-SURE T FRASCO 5 ML,ESPECIALIDADES OFTALMOLOG
100020282,DISALOT FRASCO 5 ML,ESPECIALIDADES OFTALMOLOG
100020693,FREEGEN GOTAS 15 ML GTS 10 ML,ESPECIALIDADES OFTALMOLOG
100020694,HIALTEARS GOTAS 15 ML GTS 10 ML,ESPECIALIDADES OFTALMOLOG
100023450,PROXTEN PLUS SUSPENSION OFTALMICA 5ML,ESPECIALIDADES OFTALMOLOG
100023684,OFTACROMAX SOLUCION OFTALMICA 4% 15ML,ESPECIALIDADES OFTALMOLOG
100024132,OLODINA PF 0.2% SOL. OFT. 5 ML(3%+)(PAE),ESPECIALIDADES OFTALMOLOG
100024133,OPHTHACRIL GOTAS 15ML COMPRA 1 LLEVE2,ESPECIALIDADES OFTALMOLOG
100025393,FREEGEN PF  LUBRICANTE OCULAR 10 ML.,ESPECIALIDADES OFTALMOLOG
100025430,FREEGEN PF  LUBRICANTE OCULAR 15 ML.,ESPECIALIDADES OFTALMOLOG
100025714,MEIBOS AZITROMICINA 1.5%,ESPECIALIDADES OFTALMOLOG
100025814,TIMOLOL MALEATO 0.5% 15ML(M)28672,ESPECIALIDADES OFTALMOLOG
100025815,KAIROS PF LATANOPROST 0.005% 5ML(M)34358,ESPECIALIDADES OFTALMOLOG
100027116,SPRAINER FCO 40 ML + 60 APLICADORES,ESPECIALIDADES OFTALMOLOG
100027158,CLARIVIS 0.025% 15ML+CLARIVIS 0.025% 5ML,ESPECIALIDADES OFTALMOLOG
100027210,OPHTHABRACIN-D UNG 3.5 GR,ESPECIALIDADES OFTALMOLOG
100027275,HIALTEARS PF SOLUCION OFTALMICA 15 ML,ESPECIALIDADES OFTALMOLOG
100027276,HIALTEARS PF SOLUCION OFTALMICA 10 ML,ESPECIALIDADES OFTALMOLOG
100027277,HIALTEARS PF SOLUCION OFTALMICA 5 ML,ESPECIALIDADES OFTALMOLOG
200032201,SPRAINER TOALLAS HUM.T4-O 30UND,ESPECIALIDADES OFTALMOLOG
200042803,ATIDEX SOL.ALARGADORA DE PESTANAS 10 ML,ESPECIALIDADES OFTALMOLOG
100022710,	ACTIVA 21 21 GRAGEAS(P)6104,FAES FARMA COLOMBIA SAS
100022709,	ACTIVA 21 SUAV 120 MCG CJ 21 GRA (P)6103,FAES FARMA COLOMBIA SAS
100022703,	AMOXICILINA SOLOMOXY 500 MG 60 CAPSULAS,FAES FARMA COLOMBIA SAS
100022706,	BECLOMET. ECLOSYNT 250MCG INHAL 200DOSIS,FAES FARMA COLOMBIA SAS
100022705,	BECLOMET. ECLOSYNT 50MCG INHAL 200DOSIS,FAES FARMA COLOMBIA SAS
100022704,	BECLOMET. NAS ECLOSYNT  50MCG INHAL 200D,FAES FARMA COLOMBIA SAS
100027386,	BILAXTEN 2.5 MGML SOLUCION ORAL 120 ML,FAES FARMA COLOMBIA SAS
100019244,	BILAXTEN 20 MG 10 COMPR.(P)9730,FAES FARMA COLOMBIA SAS
100019533,	BILAXTEN 20 MG 20 COMP.(P)19460,FAES FARMA COLOMBIA SAS
100019566,	BILAXTEN 20 MG 30 COMP.(P)29190,FAES FARMA COLOMBIA SAS
100023973,	BUDESYNT 200 MG INH.200 DOSIS(A)(PAE),FAES FARMA COLOMBIA SAS
100023749,	CIPROFLOXACINA PROCATEC  500 MG 10 TBS,FAES FARMA COLOMBIA SAS
100028392,	CLAVUTEC 400 MG + 57 MG5 ML FCO 100ML,FAES FARMA COLOMBIA SAS
100023975,	CLAVUTEC 500 MG 14 TABLETA(3%+),FAES FARMA COLOMBIA SAS
100028393,	CLAVUTEC 600 MG + 42.9 MG5 ML FCO 100ML,FAES FARMA COLOMBIA SAS
100023992,	CLAVUTEC 875 MG 14 TABLETA(3%+),FAES FARMA COLOMBIA SAS
200043266,	CONDONES XTREM NORMAL 144 UNIDADES,FAES FARMA COLOMBIA SAS
100019784,	DEFAL 30 MG 10 COMPRIMIDOS,FAES FARMA COLOMBIA SAS
100019785,	DEFAL 6 MG 20 COMPRIMIDOS,FAES FARMA COLOMBIA SAS
100024883,	DEMTRIS CREMA 30 GR,FAES FARMA COLOMBIA SAS
100024884,	DEMTRIS UNGUENTO 30 GR,FAES FARMA COLOMBIA SAS
100024487,	EFALTEC 250MG5ML SUSPENSION 60 ML,FAES FARMA COLOMBIA SAS
100023978,	FAZOTEC 250 MG 80 ML,FAES FARMA COLOMBIA SAS
100023976,	FAZOTEC 500 MG 12 CAPSULAS,FAES FARMA COLOMBIA SAS
100019242,	FERROPROTINA 40 MG 30 SBS (3%+)(PAE),FAES FARMA COLOMBIA SAS
100024483,	FEVENY 0.625 MG 28 TBS(P)28836,FAES FARMA COLOMBIA SAS
100024482,	FEVENY CREMA VAGINAL TUBO 43 GR(P)33685,FAES FARMA COLOMBIA SAS
100023155,	FORFLOW SOLUCION RECTAL 133 ML,FAES FARMA COLOMBIA SAS
100026730,	HIDROFEROL 0.266 MG 1 CAP.BLANDA,FAES FARMA COLOMBIA SAS
100026731,	HIDROFEROL 0.266 MG 3 CAP.BLANDA(PAE),FAES FARMA COLOMBIA SAS
100022707,	IPRASYNT 20 MCG INH. 200 DOSIS(P)19560,FAES FARMA COLOMBIA SAS
100024453,	POTENCIATOR 20 AMP DE 10 ML (A) IVA(3%+),FAES FARMA COLOMBIA SAS
100028356,	POTENCIATOR 5 GRS 2 AMP,FAES FARMA COLOMBIA SAS
100025874,	PRESERVAT. XTREM XTRA XTIMULANTE 12 UND,FAES FARMA COLOMBIA SAS
100025873,	PRESERVAT. XTREM XTRA XTIMULANTE 3 UND,FAES FARMA COLOMBIA SAS
100025872,	PRESERVATIVOS XTREM NORMAL LUBRIC 12 UND,FAES FARMA COLOMBIA SAS
100025875,	PRESERVATIVOS XTREM NORMAL LUBRIC 3 UND,FAES FARMA COLOMBIA SAS
100022410,	SALBUTAMOL SACRUSYT INHAL 200 DOSIS,FAES FARMA COLOMBIA SAS
100004944,	VENOSMIL 200 MG 20 CAPSULAS(3%+),FAES FARMA COLOMBIA SAS
100014173,	VENOSMIL 200 MG 60 CAP (A),FAES FARMA COLOMBIA SAS
100001621,CHA.CETAPHIL 200 ML,GALDERMA DE COLOMBIA S.A.
100009733,BENZAC AC WASH 5% GEL 125 ML,GALDERMA DE COLOMBIA S.A.
100022151,LOCERYL 5% LACA 1.25 ML,GALDERMA DE COLOMBIA S.A.
100001617,BENZAC AC 10% 60 GR (PAE),GALDERMA DE COLOMBIA S.A.
100001619,BENZAC AC 5% 60 GR GEL(3%+) (PAE),GALDERMA DE COLOMBIA S.A.
100001624,DIFFERIN 0.1% GEL 30 GR (3%+) (PAE),GALDERMA DE COLOMBIA S.A.
100001631,LOCERYL 5% LACA 2.5 ML(3%+)(PAE),GALDERMA DE COLOMBIA S.A.
100001632,NUTRACORT LOCION 120 ML (3%+) (PAE),GALDERMA DE COLOMBIA S.A.
100001635,ROZEX 0.75% GEL 30 GR(A)(3%+) (PAE),GALDERMA DE COLOMBIA S.A.
100001637,TETRALYSAL 150 MG 16 CAP. (3%+) (PAE),GALDERMA DE COLOMBIA S.A.
100001638,TETRALYSAL 300 MG 16 CAP. (3%+)(A)(PAE),GALDERMA DE COLOMBIA S.A.
100008864,TRI-LUMA CREMA 15 GR (R) (A)(3%+)(SAV),GALDERMA DE COLOMBIA S.A.
100015313,EPIDUO GEL 30 GR (3%+)(A)(PAE),GALDERMA DE COLOMBIA S.A.
100015713,CHA.CLOB-X 125 ML(A) (PAE),GALDERMA DE COLOMBIA S.A.
100016503,CETAPHIL EMULSION HIDRATANTE 473(PAE),GALDERMA DE COLOMBIA S.A.
100020814,CETAPHIL DAYLO.FPS 50+ GEL 100ML(A)(PAE),GALDERMA DE COLOMBIA S.A.
100022830,ORACEA 40 MG 28 CAPSULAS (A)(3%+)(PAE),GALDERMA DE COLOMBIA S.A.
100023302,SOOLANTRA 0.1% CREMA 30 GR (A)(3%+)(PAE),GALDERMA DE COLOMBIA S.A.
100023918,EPIDUO FORTE 30 GR (A)(3%+)(PAE),GALDERMA DE COLOMBIA S.A.
100026138,BENZAC AC WASH 5% GEL 100 GR,GALDERMA DE COLOMBIA S.A.
200006297,CETAPHIL JABON 127 GR,GALDERMA DE COLOMBIA S.A.
200010821,CETAPHIL LOCION LIMPIADORA 473 ML (PAE),GALDERMA DE COLOMBIA S.A.
200014917,CETAPHIL CREMA HUMECT. 453 GR(3%+)(PAE),GALDERMA DE COLOMBIA S.A.
200014919,CETAPHIL LOCION LIMPIA.PIEL GRASA 237 ML,GALDERMA DE COLOMBIA S.A.
200018922,CETAPHIL LOCION ULTRA HUMECT.226 GR(PAE),GALDERMA DE COLOMBIA S.A.
200024099,CETAPHIL RESTORADERM HID.295ML(3%+)(PAE),GALDERMA DE COLOMBIA S.A.
200024277,CETAPHIL LOCION ULTRA HUM.473 GR(A)(PAE),GALDERMA DE COLOMBIA S.A.
200027716,CETAPHIL DER.CONTROL LIMPIAD 236 ML(PAE),GALDERMA DE COLOMBIA S.A.
200027717,CETAPHIL DERMOCONTROL HIDRATA.118 ML (A),GALDERMA DE COLOMBIA S.A.
200027718,CETAPHIL CREMA HI.TANTE FPS 50 50GR(PAE),GALDERMA DE COLOMBIA S.A.
200030773,CETAPHIL CREMA HIDRATANTE 250 GR,GALDERMA DE COLOMBIA S.A.
200039424,PROT.CETAPHIL SUN OIL FPS50 50 ML.,GALDERMA DE COLOMBIA S.A.
200039425,PROT.CETAPHIL SUN COLOR FPS50 50 ML.,GALDERMA DE COLOMBIA S.A.
200039519,CETAPHIL LOCION FACIAL HIDRAT.DIA 88 ML,GALDERMA DE COLOMBIA S.A.
200040899,CETAPHIL BARRA LIMPIEZA PROFUNDA 127 GR,GALDERMA DE COLOMBIA S.A.
200044530,CETAPHIL GEL LIMP. FAC. PIEL GRASA 473ML,GALDERMA DE COLOMBIA S.A.
200044512,CETAPHIL OPTIM.HYDRATION SERUM 48H 30 ML,GALDERMA DE COLOMBIA S.A.
200044510,CETAPHIL OPTIMAL HYDRA.SERUM C.OJOS 15ML,GALDERMA DE COLOMBIA S.A.
200044511,CRE.CETAPHIL OPT.HYDRAT.FACIAL NOCHE 48G,GALDERMA DE COLOMBIA S.A.
100001643,ACICLOVIR 200 MG 25 TABLETAS GF,GENFAR S.A.
100001644,ACICLOVIR 800 MG 10 TABLETAS GF,GENFAR S.A.
100001646,ACICLOVIR 100 MG SUSPENSION 90 ML GF,GENFAR S.A.
100001647,ACICLOVIR UNGUENTO TOPICO 15 GR GF,GENFAR S.A.
100001648,ACIDO FUSIDICO CREMA 15 GR GF,GENFAR S.A.
100001649,ALBENDAZOL SUSPENSION 20 ML GF,GENFAR S.A.
100001654,AMLODIPINO 10 MG 10 TABLETAS GF,GENFAR S.A.
100001655,AMLODIPINO 5 MG 10 TABLETAS GF,GENFAR S.A.
100001656,AMOXICILINA 250 MG SUSPENSION 100 ML GF,GENFAR S.A.
100001658,AMOXICILINA 500 MG 50 CAPSULAS GF,GENFAR S.A.
100001662,AMPICILINA 1 GR 100 TABLETAS GF,GENFAR S.A.
100001665,AMPICILINA 500 MG 100 CAPSULAS GF,GENFAR S.A.
100001669,ATORVASTATINA 10 MG 10 TABLETAS GF,GENFAR S.A.
100001670,ATORVASTATINA 20 MG 10 TABLETAS GF,GENFAR S.A.
100001671,AZITROMICINA 200 MG SUSPENSION 15 ML GF,GENFAR S.A.
100001672,AZITROMICINA 500 MG 3 TABLETAS GF,GENFAR S.A.
100001673,BETAMETASONA 0.1% CREMA 40 GR GF,GENFAR S.A.
100001674,BETAMETASONA 0.05% CREMA 40 GR GF,GENFAR S.A.
100001685,CEFALEXINA 500 MG 10 CAPSULAS GF,GENFAR S.A.
100001686,CEFALEXINA 250 MG SUSPENSION 60 ML GF,GENFAR S.A.
100001688,CEFRADINA 500 MG 24 TABLETAS GF,GENFAR S.A.
100001690,CELECOXIB 200 MG 10 CAPSULAS GF,GENFAR S.A.
100001691,CETIRIZINA 10 MG 10 TABLETAS GF,GENFAR S.A.
100001693,CIPROFLOXACINO 500 MG 10 TABLETAS GF,GENFAR S.A.
100001695,CLARITROMICINA 500 MG 10 TABLETAS GF,GENFAR S.A.
100001697,CLOTRIMAZOL 1% CREMA TOPICA 40 GR GF,GENFAR S.A.
100001699,COMPLEJO B 250 TABLETAS GF,GENFAR S.A.
100001700,DICLOFENACO 50 MG 30 TABLETAS GF,GENFAR S.A.
100001702,DICLOFENACO 1% GEL 50 GR GENFARDOL,GENFAR S.A.
100001705,DICLOXACILINA 500 MG 50 CAPSULAS GF,GENFAR S.A.
100001707,DILTIAZEM 60 MG 20 TABLETAS GF,GENFAR S.A.
100001712,ERITROMICINA 250 MG SUSPENSION 60 ML GF,GENFAR S.A.
100001713,ERITROMICINA 500 MG 50 TABLETAS GF,GENFAR S.A.
100001717,FLUCONAZOL 150 MG 1 CAPSULA GF,GENFAR S.A.
100001718,FLUCONAZOL 150 MG 2 CAPSULAS GF,GENFAR S.A.
100001719,FLUCONAZOL 200 MG 4 CAPSULAS GF,GENFAR S.A.
100001720,FLUNARIZINA 10 MG 30 TABLETAS GF,GENFAR S.A.
100001727,GENTAMICINA 160 MG AMPOLLA GF,GENFAR S.A.
100001732,HIDROCLOROTIAZIDA 25 MG 30 TABLETAS GF,GENFAR S.A.
100001734,HIDROXICINA 25 MG 20 TABLETAS GF,GENFAR S.A.
100001737,IBUPROFENO 400 MG 100 TABLETAS GF,GENFAR S.A.
100001739,IBUPROFENO 800 MG 50 TABLETAS GF,GENFAR S.A.
100001741,IBUPROF 200 MG+METOCARB 500 MG 30 TBS GF,GENFAR S.A.
100001744,ISOCONAZOL CREMA 20 GR GF,GENFAR S.A.
100001749,KETOPROFENO 100 MG 30 TABLETAS GF,GENFAR S.A.
100001750,KETOPROFENO 100 MG 6 AMPOLLAS GF,GENFAR S.A.
100001751,KETOPROFENO GEL 2.5% 60 GR GF,GENFAR S.A.
100001755,KETOTIFENO 1 MG JARABE 100 ML GF,GENFAR S.A.
100001756,LANSOPRAZOL 30 MG 14 CAPSULAS GF,GENFAR S.A.
100001759,LORATADINA 10 MG 10 TABLETAS GF,GENFAR S.A.
100001760,LORATADINA JARABE 100 ML GF,GENFAR S.A.
100001761,LOSARTAN 50 MG 30 TABLETAS GF,GENFAR S.A.
100001762,LOVASTATINA 20 MG 10 TABLETAS GF,GENFAR S.A.
100001767,METRONIDAZOL 250 MG SUSPENSION 120 ML,GENFAR S.A.
100001770,NAPROXENO 250 MG 10 CAPSULAS GF,GENFAR S.A.
100001771,NAPROXENO 500 MG 10 TABLETAS GF,GENFAR S.A.
100001778,OMEPRAZOL 20 MG 10 CAPSULAS GF,GENFAR S.A.
100001779,PAMOATO PIRANTEL SUSPENSION 15 ML GF,GENFAR S.A.
100001785,PENTOXIFILINA 400 MG 30 TABLETAS GF,GENFAR S.A.
100001786,PIROXICAM GEL 0.5% 40 GR GF,GENFAR S.A.
100001787,PIROXICAM 20 MG 10 TABLETAS GF,GENFAR S.A.
100001798,SECNIDAZOL 500 MG 4 TABLETAS GF,GENFAR S.A.
100001799,SILDENAFIL 100 MG 1 TABLETA GF,GENFAR S.A.
100001800,SILDENAFIL 50 MG 2 TABLETAS GF,GENFAR S.A.
100001801,SILDENAFIL 50 MG 4 TABLETAS GF,GENFAR S.A.
100001802,SILIMARINA 150 MG 20 CAPSULAS GF,GENFAR S.A.
100001808,TIAMINA 300 MG 250 TABLETAS GF,GENFAR S.A.
100001810,TINIDAZOL 1 GR 4 TABLETAS GF,GENFAR S.A.
100001815,TRAMADOL 100 MG GOTAS 10 ML GF,GENFAR S.A.
100001816,TRAMADOL 100 MG AMPOLLA GF,GENFAR S.A.
100001817,TRAMADOL 50 MG AMPOLLA GF,GENFAR S.A.
100001818,TRAMADOL 50 MG 10 CAPSULAS GF,GENFAR S.A.
100001820,TRIMEBUTINA 200 MG 30 TABLETAS GF,GENFAR S.A.
100001821,TRIMETOPRIM SULFA F 160-800 100 TBS GF,GENFAR S.A.
100001822,TRIMETOPRIM SULFA 80-400 SUSP.120 ML GF,GENFAR S.A.
100001824,TRIMETOPRIM SULFA 40-200 SUSP.120 ML,GENFAR S.A.
100001826,TRIMETOPRIM SULFA 80-400 100 TABLETAS GF,GENFAR S.A.
100003984,ACETATO DE ALUMINIO 120 ML GF,GENFAR S.A.
100003986,ACETILCISTEINA 200 MG 30 SBS GF,GENFAR S.A.
100003996,COLCHICINA 0.5 MG 40 TABLETAS GF,GENFAR S.A.
100006370,SECNIDAZOL 500 MG SUSPENSION 15 ML GF,GENFAR S.A.
100006371,SULFADIAZINA DE PLATA 15 GR GF,GENFAR S.A.
100006372,SULFADIAZINA DE PLATA 30 GR GF,GENFAR S.A.
100006373,SUMATRIPTAN 100 MG 2 TABLETAS GF,GENFAR S.A.
100007778,ACETAMINOFEN 500 MG 100 TABLETAS GF,GENFAR S.A.
100007779,ALBENDAZOL 200 MG 2 TABLETAS GF,GENFAR S.A.
100007783,FLUOXETINA 20 MG 10 CAPSULAS GF,GENFAR S.A.
100007785,FUROSEMIDA 40 MG 100 TABLETAS GF,GENFAR S.A.
100007786,GENTAMICINA 80 MG 6 AMPOLLAS GF,GENFAR S.A.
100007788,MEBENDAZOL 100 MG 60 TABLETAS GF,GENFAR S.A.
100007790,METRONIDAZOL 500 MG 100 TABLETAS GF,GENFAR S.A.
100007792,PAMOATO PIRANTEL 250 MG 60 TABLETAS GF,GENFAR S.A.
100007796,TINIDAZOL 500 MG 8 TABLETAS GF,GENFAR S.A.
100007829,AMITRIPTILINA 25 MG 30 TABLETAS W,GENFAR S.A.
100007837,LEVODOPA+CARBIDOPA 30 TABLETAS GF,GENFAR S.A.
100007840,METFORMINA 850 MG 30 TABLETAS GF,GENFAR S.A.
100007845,SULFASALAZINA 500 MG 10 TABLETAS GF,GENFAR S.A.
100007846,TRAZODONA 50 MG 50 TABLETAS GF,GENFAR S.A.
100008142,ALPRAZOLAM 0.5 MG 30 TABLETAS GF (C),GENFAR S.A.
100008143,BROMAZEPAM 6 MG 10 TBS GF (C),GENFAR S.A.
100008144,LORAZEPAM 2 MG 30 TABLETAS GF (C),GENFAR S.A.
100008580,CANDESARTAN 8 MG 14 TABLETAS GF(M)6532,GENFAR S.A.
100008581,CANDESARTAN 16 MG 14 TABLETAS GF(M)13065,GENFAR S.A.
100008583,BETAMETASONA+CLOTRIM.+NEOMICINA 20 GR GF,GENFAR S.A.
100009071,COLESTIRAMINA 15 SBS GF,GENFAR S.A.
100009149,ACIDO ACETILSALICILICO 100 MG 30 TBS GF,GENFAR S.A.
100009150,ACIDO ACETILSALICILICO 100 MG 100 TBS GF,GENFAR S.A.
100009560,SERTRALINA 50 MG 10 TABLETAS GF,GENFAR S.A.
100009561,SERTRALINA 100 MG 10 TABLETAS GF,GENFAR S.A.
100009564,CEFADROXILO 500 MG 10 CAPSULAS GF,GENFAR S.A.
100009726,BETAMETASONA+CLOTRIM.+NEOMICINA 40 GR GF,GENFAR S.A.
100009772,HIOSCINA N-BUT+ACETAMINOF.100 MG 30 ML W,GENFAR S.A.
100009866,CEFUROXIMA 500 MG 10 TBS GF(P)40558,GENFAR S.A.
100010191,CROTAMITON 10% LOCION 60 ML GF,GENFAR S.A.
100010192,ZOPICLONA 7.5 MG 10 TABLETAS GF,GENFAR S.A.
100010194,SIMVASTATINA 20 MG 10 TABLETAS GF,GENFAR S.A.
100010199,BETAMETASONA 4 MG 1 ML 10 AMPOLLAS GF,GENFAR S.A.
100010201,BETAMETASONA 8 MG 2 ML 10 AMPOLLAS GF,GENFAR S.A.
100010203,MONTELUKAST 5 MG 30 TABLETAS GF,GENFAR S.A.
100010204,MONTELUKAST 10 MG 10 TABLETAS GF,GENFAR S.A.
100010205,MONTELUKAST 10 MG 30 TABLETAS GF(M)62874,GENFAR S.A.
100010953,PRAVASTATINA 20 MG 10 TABLETAS GF,GENFAR S.A.
100010954,LEVOFLOXACINO 500 MG 7 TABLETAS GF,GENFAR S.A.
100010955,MOMETASONA FUROATO 0.1% CREMA 15 GR GF,GENFAR S.A.
100011270,SILDENAFIL 25 MG 4 TABLETAS GF,GENFAR S.A.
100011357,DOXICICLINA 100 MG 10 TABLETAS GF,GENFAR S.A.
100011359,PAROXETINA 20 MG 20 TABLETAS GF,GENFAR S.A.
100012153,DEXAMETASONA 4 MG 1 ML AMPOLLA GF,GENFAR S.A.
100012155,DEXAMETASONA 8 MG 2 ML 10 AMPOLLAS GF,GENFAR S.A.
100012156,LEVOFLOXACINO 500 MG 14 TABLETAS GF,GENFAR S.A.
100012160,TERBINAFINA CREMA 1% 20 GR GF,GENFAR S.A.
100012170,VALSARTAN 80 MG 14 TABLETAS GF(M)9284,GENFAR S.A.
100012171,VALSARTAN 160 MG 14 TBS GF(M)8569,GENFAR S.A.
100012172,TERBINAFINA 250 MG 14 TABLETAS GF,GENFAR S.A.
100012223,ESOMEPRAZOL 40 MG 10 TABLETAS GF,GENFAR S.A.
100012423,ATORVASTATINA 40 MG 10 TABLETAS GF,GENFAR S.A.
100012425,CETIRIZINA GOTAS 15 ML GF,GENFAR S.A.
100012715,CLOTRIMAZOL 1% CREMA VAGINAL 40 GR GF,GENFAR S.A.
100012822,CLINDAMICINA SOLUCION 1% 30 ML GF,GENFAR S.A.
100013005,ESPIRONOLACTONA 25 MG 20 TABLETAS GF,GENFAR S.A.
100013310,MELOXICAM 7.5 MG 10 TABLETAS GF,GENFAR S.A.
100013311,MELOXICAM 7.5 MG 30 TABLETAS GF,GENFAR S.A.
100013312,MELOXICAM 15 MG 10 TABLETAS GF,GENFAR S.A.
100013313,MELOXICAM 15 MG 30 TABLETAS GF,GENFAR S.A.
100013314,DEFLAZACORT 6 MG 10TABLETAS GF(M)7343,GENFAR S.A.
100013315,DEFLAZACORT 30 MG 10 TABLETAS GF(M)36717,GENFAR S.A.
100013367,METOCLOPRAMIDA 10 MG 2 ML 5 AMPOLLAS GF,GENFAR S.A.
100013370,DIPIRONA 2 ML 20 AMPOLLAS GF,GENFAR S.A.
100013630,CLINDAMICINA 300 MG 24 CAPSULAS GF,GENFAR S.A.
100013657,CARVEDILOL 25 MG 30 TABLETAS GF(M)29640,GENFAR S.A.
100013658,ESPIRONOLACTONA 100 MG 20 TABLETAS GF,GENFAR S.A.
100013983,AMIKACINA 500 MG 2 ML 10 AMPOLLAS GF,GENFAR S.A.
100014320,CLOPIDOGREL 75 MG 14 TABLETAS GF(M)17913,GENFAR S.A.
100014442,CLONAZEPAM 2 MG 30 TABLETAS GF (C),GENFAR S.A.
100014595,ATENOLOL 100 MG 20 TABLETAS GF,GENFAR S.A.
100015030,TAMSULOSINA 0.4 MG 30 CAPSULAS GF,GENFAR S.A.
100015033,MONTELUKAST 4 MG 30TABLETAS GF(M)25149,GENFAR S.A.
100015071,TERAZOSINA 5 MG 14 TABLETAS GF,GENFAR S.A.
100015269,DOMPERIDONA SUSP.1 MG/1ML 60 ML GF,GENFAR S.A.
100015270,DOMPERIDONA 10 MG 20 TBS GF(P)3322,GENFAR S.A.
100015574,DESLORATADINA 5 MG 10 TABLETAS GF,GENFAR S.A.
100015575,DESLORATADINA 0.05 MG JARABE 60 ML GF,GENFAR S.A.
100015576,SECNIDAZOL 1 GR 2 TABLETAS GF,GENFAR S.A.
100015577,MINOCICLINA 100 MG 10 TABLETAS GF,GENFAR S.A.
100016911,CARVEDILOL 6.25 MG 30 TABLETAS GF(M)7410,GENFAR S.A.
100016912,CARVEDILOL 12.5 MG 30 TBS GF(M)14820,GENFAR S.A.
100017090,DIOSMINA HESPER. 450/50 MG 30 TBS GF,GENFAR S.A.
100017091,ESCITALOPRAM 10 MG 28 TABLETAS GF,GENFAR S.A.
100017129,PREDNISOLONA 5 MG 30 TABLETAS GF,GENFAR S.A.
100017208,ROSUVASTATINA 20 MG 14 TABLETAS GF,GENFAR S.A.
100017209,ROSUVASTATINA 10 MG 14 TABLETAS GF,GENFAR S.A.
100017212,DICLOFENACO 75 MG 10  AMPOLLAS GF,GENFAR S.A.
100017215,QUETIAPINA 25 MG 30 TBS GF (M)13950,GENFAR S.A.
100017339,LINCOMICINA 600 MG 10 AMPOLLAS GF,GENFAR S.A.
100017506,GENFARGRIP 24 SOBRES NOCHE GF,GENFAR S.A.
100017508,GENFARGRIP 100 TABLETAS GF,GENFAR S.A.
100017572,MEMANTINA 10 MG 28 TBS (M)49954(3%+),GENFAR S.A.
100017573,LEVETIRACETAM 500 MG 30 TBS GF(M)36600,GENFAR S.A.
100017574,CLONIDINA 0.15 MG 20 TABLETAS GF,GENFAR S.A.
100017911,QUETIAPINA 100 MG 30 TBS GF(M)41910,GENFAR S.A.
100017914,MIDAZOLAM 7.5 MG 10 TABLETAS W (C),GENFAR S.A.
100018070,EZETIMIBA 10 MG 20 TBS W(3%+)(PAE),GENFAR S.A.
100018331,GEMFIBROZILO 600 MG 30 TABLETAS GF,GENFAR S.A.
100018361,LEVETIRACETAM ORAL 250 ML GF (M)78750,GENFAR S.A.
100018786,NITAZOXANIDA 500 MG 6 TBS GF,GENFAR S.A.
100018974,CIPROFIBRATO 100 MG 20 TBS GF(P)15988,GENFAR S.A.
100018976,CLOBETASOL 0.05% CREMA 30 GR GF,GENFAR S.A.
100021064,ESOMEPRAZOL 20 MG 10 TABLETAS GF,GENFAR S.A.
100021382,LEVETIRACETAM 1000MG 30T GF(3%+)(M)73200,GENFAR S.A.
100021383,TELMISARTAN 80 MG 30 TBS GF (M)25992,GENFAR S.A.
100021385,PREGABALINA 75 MG 30 CAP.GF (M)40860,GENFAR S.A.
100021386,PREGABALINA 150 MG 30 CAP.GF (M)81720,GENFAR S.A.
100021751,TADALAFILO 20 MG 4 COMPRIMIDOS GF,GENFAR S.A.
100021752,TADALAFILO 20 MG 1 COMPRIMIDO GF,GENFAR S.A.
100021869,ESCITALOPRAM 20 MG 30 COMPRIMIDOS GF,GENFAR S.A.
100022272,KETOROLACO INYECTABLE 30MG/M 5AMP. GF,GENFAR S.A.
100022274,METFORMINA 500 MG 30 TABLETAS GF,GENFAR S.A.
100022275,TRAMADOL 37.5 MG+ACETAM.325 MG 10 TBS GF,GENFAR S.A.
100022276,TADALAFILO 5 MG 28 COMPRIMIDOS GF,GENFAR S.A.
100022277,ACIDO IBANDRONICO 150 MG 1 COMPRIMIDO GF,GENFAR S.A.
100022457,LEVOCETIRIZINA 2.5 MG SOLUCION 100 ML,GENFAR S.A.
100022490,ACETAMINOFEN+CODEINA 325/30MG 10 TBS GF,GENFAR S.A.
100022492,ACETAMINOFEN+CODEINA 325/30MG 30 TBS GF,GENFAR S.A.
100022698,GLIBENCLAMIDA 5 MG 30 TBS GF,GENFAR S.A.
100023086,MOXIFLOXACINO 400 MG 7 TBS GF(M)51520,GENFAR S.A.
100023087,BISOPROLOL 5 MG 30 TABLETAS GF(M)17484,GENFAR S.A.
100023114,PREGABALINA 300 MG 30 TBS GF (M)163440,GENFAR S.A.
